#------------------------------------------------- WARNING --------------------------------------------
#
# The data you have obtained from this automated Natural Resource Conservation Service
# database are subject to revision regardless of indicated Quality Assurance level.
# Data are released on condition that neither the NRCS nor the United States Government
# may be held liable for any damages resulting from its use.
#
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
#
# Support Contact: nrcsprod@midatl.service-now.com
#
#------------------------------------------------------------------------------------------------------
#
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 547: Ivanhoe, CO
#
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation
#
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
#
#------------------------------------------------------------------------------------------------------
#
# Ivanhoe (547)
# Colorado  SNOTEL Site - 10400 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Apr 17, 2018 1:58:57 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1992-01-06,6.0,10.1,41,9,22,0.30
1992-01-07,6.2,10.4,15,8,11,0.30
1992-01-08,6.4,10.7,33,-1,11,0.10
1992-01-09,6.5,10.8,35,1,12,0.00
1992-01-10,6.5,10.8,50,8,21,0.10
1992-01-11,6.5,10.9,51,9,22,0.00
1992-01-12,6.5,10.9,24,4,12,0.10
1992-01-13,6.7,11.0,27,-2,8,0.10
1992-01-14,6.8,11.1,21,3,8,0.10
1992-01-15,6.9,11.2,26,-14,2,0.00
1992-01-16,6.9,11.2,42,-3,15,0.00
1992-01-17,7.0,11.2,35,4,16,0.00
1992-01-18,7.0,11.2,36,-5,8,0.00
1992-01-19,7.0,11.2,44,0,15,0.00
1992-01-20,7.0,11.2,55,8,22,0.00
1992-01-21,7.0,11.2,45,2,16,0.10
1992-01-22,7.0,11.3,27,-1,9,0.00
1992-01-23,7.0,11.3,19,6,13,0.10
1992-01-24,7.0,11.4,42,7,21,0.00
1992-01-25,7.0,11.4,53,8,23,0.00
1992-01-26,7.0,11.4,53,4,22,0.00
1992-01-27,7.0,11.4,47,7,20,0.00
1992-01-28,7.0,11.4,52,8,23,0.00
1992-01-29,7.0,11.4,54,5,24,0.00
1992-01-30,7.0,11.4,50,8,24,0.00
1992-01-31,6.9,11.4,59,13,28,0.00
1992-02-01,6.9,11.4,60,14,28,0.00
1992-02-02,6.9,11.4,16,11,14,0.00
1992-02-03,6.9,11.4,22,13,19,0.00
1992-02-04,7.0,11.4,43,2,15,0.00
1992-02-05,7.0,11.4,30,4,13,0.00
1992-02-06,7.0,11.4,49,1,18,0.00
1992-02-07,7.0,11.4,49,9,22,0.00
1992-02-08,7.0,11.4,32,7,19,0.20
1992-02-09,7.0,11.6,33,17,22,0.00
1992-02-10,7.1,11.6,37,9,20,0.10
1992-02-11,7.1,11.7,37,11,20,0.00
1992-02-12,7.2,11.7,38,6,19,0.00
1992-02-13,7.2,11.7,44,7,22,0.40
1992-02-14,7.5,12.1,29,14,19,0.00
1992-02-15,7.7,12.1,48,2,18,0.00
1992-02-16,7.7,12.1,32,3,16,0.40
1992-02-17,8.0,12.5,23,7,11,0.10
1992-02-18,8.1,12.6,35,-6,11,0.00
1992-02-19,8.1,12.6,43,-6,14,0.20
1992-02-20,8.1,12.8,41,16,25,0.20
1992-02-21,8.2,13.0,42,10,24,0.00
1992-02-22,8.3,13.0,47,7,24,0.50
1992-02-23,8.5,13.5,34,0,15,0.00
1992-02-24,8.9,13.5,47,-3,17,0.30
1992-02-25,8.9,13.8,44,0,16,0.00
1992-02-26,8.9,13.8,50,0,21,0.00
1992-02-27,8.9,13.8,50,13,26,0.00
1992-02-28,8.9,13.8,58,11,29,0.00
1992-02-29,8.8,13.8,55,11,29,0.00
1992-03-01,8.8,13.8,54,14,29,0.10
1992-03-02,8.8,13.9,58,15,31,0.10
1992-03-03,8.8,14.0,42,23,30,0.00
1992-03-04,8.8,14.0,33,15,25,0.60
1992-03-05,9.6,14.6,22,11,15,0.50
1992-03-06,9.7,15.1,50,18,26,0.00
1992-03-07,9.8,15.1,52,12,28,0.20
1992-03-08,9.8,15.3,48,15,23,0.80
1992-03-09,10.4,16.1,38,11,20,0.00
1992-03-10,10.5,16.1,44,2,19,0.00
1992-03-11,10.5,16.1,45,1,20,0.00
1992-03-12,10.5,16.1,48,10,26,0.00
1992-03-13,10.4,16.1,53,8,26,0.00
1992-03-14,10.4,16.1,53,10,29,0.00
1992-03-15,10.3,16.1,53,16,30,0.00
1992-03-16,10.3,16.1,51,13,30,0.00
1992-03-17,10.3,16.1,51,17,29,0.10
1992-03-18,10.4,16.2,39,16,21,0.40
1992-03-19,10.7,16.6,42,15,20,0.10
1992-03-20,11.0,16.7,51,1,23,0.00
1992-03-21,11.0,16.7,42,8,25,0.60
1992-03-22,11.2,17.3,48,17,26,0.10
1992-03-23,11.3,17.4,44,11,25,0.20
1992-03-24,11.3,17.6,42,17,25,0.20
1992-03-25,11.5,17.8,47,11,26,0.00
1992-03-26,11.6,17.8,54,10,29,0.10
1992-03-27,11.7,17.9,49,23,33,0.80
1992-03-28,11.9,18.7,36,14,26,0.80
1992-03-29,12.7,19.5,60,13,29,0.00
1992-03-30,12.7,19.5,32,11,17,0.00
1992-03-31,12.7,19.5,42,16,26,0.10
1992-04-01,12.8,19.6,54,11,29,0.00
1992-04-02,12.7,19.6,47,10,28,0.10
1992-04-03,12.7,19.7,56,13,34,0.10
1992-04-04,12.6,19.8,66,20,37,0.00
1992-04-05,12.5,19.8,50,25,33,0.10
1992-04-06,12.6,19.9,57,20,38,0.10
1992-04-07,12.7,20.0,49,13,32,0.00
1992-04-08,12.7,20.0,54,23,34,0.00
1992-04-09,12.7,20.0,60,17,38,0.10
1992-04-10,12.4,20.1,60,27,41,0.00
1992-04-11,11.8,20.1,56,29,38,0.00
1992-04-12,11.8,20.1,61,27,43,0.00
1992-04-13,11.7,20.1,60,28,42,0.10
1992-04-14,11.2,20.2,55,27,36,0.00
1992-04-15,11.2,20.2,60,24,37,0.00
1992-04-16,10.8,20.2,50,27,35,0.00
1992-04-17,10.6,20.2,48,29,38,0.50
1992-04-18,10.8,20.7,43,17,24,0.80
1992-04-19,11.4,21.5,40,17,24,0.50
1992-04-20,11.7,22.0,41,19,26,0.10
1992-04-21,11.8,22.1,57,10,34,0.10
1992-04-22,11.6,22.2,55,20,33,0.40
1992-04-23,11.8,22.6,45,14,29,0.00
1992-04-24,12.0,22.6,58,12,34,0.00
1992-04-25,11.9,22.6,62,19,39,0.10
1992-04-26,11.6,22.7,63,24,41,0.00
1992-04-27,11.2,22.7,65,27,45,0.00
1992-04-28,10.5,22.7,69,33,48,0.10
1992-04-29,9.9,22.8,71,30,47,0.00
1992-04-30,9.0,22.8,69,31,49,0.00
1992-05-01,8.2,22.8,63,32,47,0.00
1992-05-02,7.5,22.8,62,28,44,0.00
1992-05-03,6.9,22.8,63,29,43,0.00
1992-05-04,6.3,22.8,66,29,43,0.00
1992-05-05,5.9,22.8,63,30,45,0.00
1992-05-06,5.3,22.8,61,31,43,0.00
1992-05-07,5.0,22.8,58,30,41,0.20
1992-05-08,4.2,23.0,63,31,43,0.00
1992-05-09,3.5,23.0,58,29,37,0.20
1992-05-10,3.2,23.2,46,24,32,0.00
1992-05-11,3.2,23.2,56,24,41,0.10
1992-05-12,2.0,23.3,59,30,40,0.00
1992-05-13,1.3,23.3,62,31,44,0.00
1992-05-14,0.1,23.3,61,29,43,0.00
1992-05-15,0.0,23.3,61,33,45,0.00
1992-05-16,0.0,23.3,60,31,43,0.00
1992-05-17,0.0,23.3,63,32,47,0.00
1992-05-18,0.0,23.3,67,34,49,0.00
1992-05-19,0.0,23.3,66,35,49,0.00
1992-05-20,0.0,23.3,47,37,42,0.00
1992-05-21,0.0,23.3,60,35,44,0.00
1992-05-22,0.0,23.3,60,31,41,0.00
1992-05-23,0.0,23.3,56,33,44,0.00
1992-05-24,0.0,23.3,55,32,43,0.00
1992-05-25,0.0,23.3,56,33,40,0.20
1992-05-26,0.0,23.5,59,32,41,0.60
1992-05-27,0.0,24.1,49,31,36,0.50
1992-05-28,0.0,24.6,44,29,35,0.10
1992-05-29,0.0,24.7,55,27,39,0.00
1992-05-30,0.0,24.7,46,31,36,0.00
1992-05-31,0.0,24.7,46,27,34,0.00
1992-06-01,0.0,24.7,48,27,35,0.00
1992-06-02,0.0,24.7,57,26,41,0.00
1992-06-03,0.0,24.7,60,32,44,0.00
1992-06-04,0.0,24.7,60,33,45,0.00
1992-06-05,0.0,24.7,52,32,42,0.00
1992-06-06,0.0,24.7,60,30,41,0.20
1992-06-07,0.0,24.9,57,32,41,0.00
1992-06-08,0.0,24.9,61,31,41,0.00
1992-06-09,0.0,24.9,60,33,41,0.00
1992-06-10,0.0,24.9,56,32,44,0.00
1992-06-11,0.0,24.9,61,34,43,0.10
1992-06-12,0.0,25.0,66,33,49,0.10
1992-06-13,0.0,25.1,67,32,49,0.00
1992-06-14,0.0,25.1,67,31,49,0.00
1992-06-15,0.0,25.1,58,34,45,0.20
1992-06-16,0.0,25.3,47,31,39,0.00
1992-06-17,0.0,25.3,64,31,46,0.00
1992-06-18,0.0,25.3,71,33,52,0.00
1992-06-19,0.0,25.3,73,39,56,0.00
1992-06-20,0.0,25.3,73,38,54,0.00
1992-06-21,0.0,25.3,69,39,51,0.00
1992-06-22,0.0,25.3,71,37,54,0.00
1992-06-23,0.0,25.3,71,42,56,0.00
1992-06-24,0.0,25.3,70,40,51,0.20
1992-06-25,0.0,25.5,68,38,51,0.20
1992-06-26,0.0,25.7,65,37,50,0.00
1992-06-27,0.0,25.7,57,33,42,0.00
1992-06-28,0.0,25.7,52,38,42,0.00
1992-06-29,0.0,25.7,62,40,49,0.00
1992-06-30,0.0,25.7,64,39,53,0.00
1992-07-01,0.0,25.7,63,35,50,0.10
1992-07-02,0.0,25.8,58,31,41,0.10
1992-07-03,0.0,25.9,68,30,49,0.00
1992-07-04,0.0,25.9,72,40,58,0.10
1992-07-05,0.0,26.0,73,38,57,0.00
1992-07-06,0.0,26.0,77,44,59,0.00
1992-07-07,0.0,26.0,69,44,53,0.00
1992-07-08,0.0,26.0,54,40,45,0.80
1992-07-09,0.0,26.8,65,37,51,0.00
1992-07-10,0.0,26.8,69,38,54,0.00
1992-07-11,0.0,26.8,68,39,51,0.10
1992-07-12,0.0,26.9,63,39,46,0.20
1992-07-13,0.0,27.1,62,36,46,0.10
1992-07-14,0.0,27.2,63,34,48,0.10
1992-07-15,0.0,27.3,65,37,48,0.10
1992-07-16,0.0,27.4,68,35,51,0.00
1992-07-17,0.0,27.4,65,36,50,0.00
1992-07-18,0.0,27.4,72,39,55,0.00
1992-07-19,0.0,27.4,70,39,49,0.10
1992-07-20,0.0,27.5,70,38,49,0.00
1992-07-21,0.0,27.5,65,43,54,0.00
1992-07-22,0.0,27.5,70,39,53,0.00
1992-07-23,0.0,27.5,65,41,48,0.10
1992-07-24,0.0,27.6,66,38,49,0.30
1992-07-25,0.0,27.9,66,41,49,0.10
1992-07-26,0.0,28.0,68,38,50,0.00
1992-07-27,0.0,28.0,71,36,53,0.00
1992-07-28,0.0,28.0,73,40,56,0.00
1992-07-29,0.0,28.0,68,40,52,0.00
1992-07-30,0.0,28.0,72,38,54,0.00
1992-07-31,0.0,28.0,74,39,56,0.00
1992-08-01,0.0,28.0,74,41,57,0.00
1992-08-02,0.0,28.0,77,41,56,0.00
1992-08-03,0.0,28.0,71,42,54,0.00
1992-08-04,0.0,28.0,74,40,54,0.00
1992-08-05,0.0,28.0,71,40,51,0.00
1992-08-06,0.0,28.0,65,40,46,0.00
1992-08-07,0.0,28.0,73,38,52,0.00
1992-08-08,0.0,28.0,72,42,55,0.00
1992-08-09,0.0,28.0,81,41,57,0.00
1992-08-10,0.0,28.0,74,42,52,0.10
1992-08-11,0.0,28.1,73,40,51,0.00
1992-08-12,0.0,28.1,70,39,50,0.10
1992-08-13,0.0,28.2,69,40,51,0.00
1992-08-14,0.0,28.2,73,41,54,0.00
1992-08-15,0.0,28.2,74,41,57,0.00
1992-08-16,0.0,28.2,69,42,53,0.10
1992-08-17,0.0,28.3,67,41,49,0.30
1992-08-18,0.0,28.6,67,37,51,0.00
1992-08-19,0.0,28.6,73,39,55,0.00
1992-08-20,0.0,28.6,72,41,54,0.00
1992-08-21,0.0,28.6,73,42,55,0.00
1992-08-22,0.0,28.6,66,43,51,0.00
1992-08-23,0.0,28.6,60,38,44,0.50
1992-08-24,0.0,29.1,41,32,36,0.80
1992-08-25,0.0,29.9,59,31,40,0.10
1992-08-26,0.0,30.0,54,27,39,0.00
1992-08-27,0.0,30.0,60,27,41,0.00
1992-08-28,0.0,30.0,66,31,47,0.00
1992-08-29,0.0,30.0,66,31,47,0.00
1992-08-30,0.0,30.0,42,36,38,0.00
1992-08-31,0.0,30.0,55,35,43,0.10
1992-09-01,0.0,30.1,47,33,38,0.30
1992-09-02,0.0,30.4,59,32,44,0.00
1992-09-03,0.0,30.4,64,33,48,0.00
1992-09-04,0.0,30.4,65,33,45,0.00
1992-09-05,0.0,30.4,60,31,43,0.00
1992-09-06,0.0,30.4,60,30,44,0.00
1992-09-07,0.0,30.4,60,36,48,0.00
1992-09-08,0.0,30.4,62,33,49,0.00
1992-09-09,0.0,30.4,67,37,51,0.00
1992-09-10,0.0,30.4,69,34,50,0.00
1992-09-11,0.0,30.4,70,36,51,0.00
1992-09-12,0.0,30.4,64,38,50,0.00
1992-09-13,0.0,30.4,63,38,51,0.00
1992-09-14,0.0,30.4,62,36,47,0.00
1992-09-15,0.0,30.4,62,36,46,0.20
1992-09-16,0.0,30.6,59,33,43,0.20
1992-09-17,0.0,30.8,47,32,35,0.20
1992-09-18,0.0,31.0,60,35,45,0.00
1992-09-19,0.0,31.0,60,33,41,0.20
1992-09-20,0.0,31.2,47,31,37,0.40
1992-09-21,0.0,31.6,,,,0.00
1992-09-22,0.0,31.6,67,31,47,0.00
1992-09-23,0.0,31.6,71,36,50,0.00
1992-09-24,0.0,31.6,64,34,49,0.00
1992-09-25,0.0,31.6,47,28,37,0.20
1992-09-26,0.0,31.8,58,23,38,0.00
1992-09-27,0.0,31.8,60,26,42,0.00
1992-09-28,0.0,31.8,66,31,46,0.00
1992-09-29,0.0,31.8,66,31,46,0.00
1992-09-30,0.0,31.8,,,,0.00
1992-10-01,0.0,0.0,,,,0.00
1992-10-02,0.0,0.0,,,,0.00
1992-10-03,0.0,0.0,,,,0.00
1992-10-04,0.0,0.0,,,,0.00
1992-10-05,0.0,0.0,,,,0.00
1992-10-06,0.0,0.0,,,,0.40
1992-10-07,0.0,0.4,,,,0.10
1992-10-08,0.0,0.5,,,,0.20
1992-10-09,0.0,0.7,,,,0.00
1992-10-10,0.0,0.7,,,,0.00
1992-10-11,0.0,0.7,,,,0.00
1992-10-12,0.0,0.7,,,,0.00
1992-10-13,0.0,0.7,,,,0.00
1992-10-14,0.0,0.7,,,,0.20
1992-10-15,0.0,0.9,,,,0.00
1992-10-16,0.0,0.9,,,,0.00
1992-10-17,0.0,0.9,,,,0.00
1992-10-18,0.0,0.9,,,,0.00
1992-10-19,0.0,0.9,,,,0.00
1992-10-20,0.0,0.9,,,,0.00
1992-10-21,0.0,0.9,,,,0.00
1992-10-22,0.0,0.9,,,,0.00
1992-10-23,0.0,0.9,,,,0.00
1992-10-24,0.0,0.9,,,,0.00
1992-10-25,0.0,0.9,,,,0.70
1992-10-26,0.7,1.6,,,,0.10
1992-10-27,0.7,1.7,,,,0.00
1992-10-28,0.7,1.7,,,,0.30
1992-10-29,1.0,2.0,,,,0.10
1992-10-30,1.0,2.1,,,,0.00
1992-10-31,1.0,2.1,,,,0.90
1992-11-01,1.7,3.0,,,,0.70
1992-11-02,2.3,3.7,,,,0.70
1992-11-03,3.1,4.4,,,,0.50
1992-11-04,3.3,4.9,,,,0.20
1992-11-05,3.3,5.1,,,,0.20
1992-11-06,3.3,5.3,,,,0.00
1992-11-07,3.3,5.3,,,,0.10
1992-11-08,3.3,5.4,,,,0.20
1992-11-09,3.4,5.6,,,,0.50
1992-11-10,3.8,6.1,,,,0.30
1992-11-11,4.1,6.4,,,,0.00
1992-11-12,4.1,6.4,,,,0.10
1992-11-13,4.1,6.5,,,,0.00
1992-11-14,4.1,6.5,,,,0.00
1992-11-15,4.1,6.5,,,,0.00
1992-11-16,4.1,6.5,,,,0.00
1992-11-17,4.1,6.5,,,,0.00
1992-11-18,4.1,6.5,,,,0.00
1992-11-19,4.1,6.5,,,,0.00
1992-11-20,4.1,6.5,,,,0.10
1992-11-21,4.2,6.6,,,,0.00
1992-11-22,4.2,6.6,,,,0.10
1992-11-23,4.3,6.7,,,,0.20
1992-11-24,4.5,6.9,,,,0.00
1992-11-25,4.5,6.9,,,,0.00
1992-11-26,4.5,6.9,,,,0.10
1992-11-27,4.5,7.0,,,,0.00
1992-11-28,4.5,7.0,,,,0.20
1992-11-29,4.6,7.2,,,,0.00
1992-11-30,4.6,7.2,,,,0.10
1992-12-01,4.6,7.3,,,,0.00
1992-12-02,4.6,7.3,,,,0.00
1992-12-03,4.6,7.3,,,,0.00
1992-12-04,4.6,7.3,,,,0.00
1992-12-05,4.6,7.3,,,,0.00
1992-12-06,4.6,7.3,,,,0.00
1992-12-07,4.6,7.3,,,,0.00
1992-12-08,4.6,7.3,,,,0.00
1992-12-09,4.6,7.3,,,,0.30
1992-12-10,4.8,7.6,,,,0.00
1992-12-11,4.8,7.6,,,,0.00
1992-12-12,4.8,7.6,,,,0.10
1992-12-13,5.1,7.7,,,,0.00
1992-12-14,5.1,7.7,,,,0.00
1992-12-15,5.2,7.7,,,,0.10
1992-12-16,5.2,7.8,,,,0.00
1992-12-17,5.2,7.8,,,,0.30
1992-12-18,5.3,8.1,,,,0.40
1992-12-19,5.6,8.5,,,,0.00
1992-12-20,5.6,8.5,,,,0.00
1992-12-21,5.6,8.5,,,,0.00
1992-12-22,5.6,8.5,,,,0.00
1992-12-23,5.6,8.5,,,,0.00
1992-12-24,5.6,8.5,,,,0.00
1992-12-25,5.6,8.5,,,,0.00
1992-12-26,5.6,8.5,,,,0.00
1992-12-27,5.6,8.5,,,,0.10
1992-12-28,5.6,8.6,,,,0.10
1992-12-29,5.6,8.7,,,,0.00
1992-12-30,5.6,8.7,,,,0.30
1992-12-31,5.6,9.0,,,,0.00
1993-01-01,5.9,9.0,,,,0.00
1993-01-02,5.9,9.0,,,,0.10
1993-01-03,6.0,9.1,,,,0.00
1993-01-04,6.2,9.1,,,,0.00
1993-01-05,6.2,9.1,,,,0.00
1993-01-06,6.2,9.1,,,,0.50
1993-01-07,6.5,9.6,,,,0.40
1993-01-08,6.8,10.0,,,,0.30
1993-01-09,7.2,10.3,,,,0.00
1993-01-10,7.4,10.3,,,,0.00
1993-01-11,7.4,10.3,,,,0.30
1993-01-12,7.7,10.6,,,,0.00
1993-01-13,7.7,10.6,,,,0.30
1993-01-14,7.8,10.9,,,,0.20
1993-01-15,7.9,11.1,,,,0.00
1993-01-16,8.0,11.1,,,,0.20
1993-01-17,8.1,11.3,,,,0.20
