#------------------------------------------------- WARNING --------------------------------------------
#
# The data you have obtained from this automated Natural Resource Conservation Service
# database are subject to revision regardless of indicated Quality Assurance level.
# Data are released on condition that neither the NRCS nor the United States Government
# may be held liable for any damages resulting from its use.
#
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
#
# Support Contact: nrcsprod@midatl.service-now.com
#
#------------------------------------------------------------------------------------------------------
#
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 369: Brumley, CO
#
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation
#
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
#
#------------------------------------------------------------------------------------------------------
#
# Brumley (369)
# Colorado  SNOTEL Site - 10600 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Apr 17, 2018 1:57:27 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1980-10-22,0.0,1.2,,,,0.00
1980-10-23,0.0,1.2,,,,0.00
1980-10-24,0.0,1.2,,,,0.00
1980-10-25,0.0,1.2,,,,0.00
1980-10-26,0.0,1.2,,,,0.30
1980-10-27,0.0,1.5,,,,0.20
1980-10-28,0.0,1.7,,,,0.00
1980-10-29,0.0,1.7,,,,0.10
1980-10-30,0.0,1.8,,,,0.00
1980-10-31,0.0,1.8,,,,0.10
1980-11-01,0.0,1.9,,,,0.00
1980-11-02,0.0,1.9,,,,0.00
1980-11-03,0.0,1.9,,,,0.00
1980-11-04,0.0,1.9,,,,0.00
1980-11-05,0.0,1.9,,,,0.00
1980-11-06,0.0,1.9,,,,0.00
1980-11-07,0.0,1.9,,,,0.00
1980-11-08,0.0,1.9,,,,0.00
1980-11-09,0.0,1.9,,,,0.00
1980-11-10,0.4,1.9,,,,0.00
1980-11-11,0.4,1.9,,,,0.00
1980-11-12,0.4,1.9,,,,0.00
1980-11-13,0.4,1.9,,,,0.10
1980-11-14,0.7,2.0,,,,0.00
1980-11-15,0.7,2.0,,,,0.00
1980-11-16,0.5,2.0,,,,0.00
1980-11-17,0.4,2.0,,,,0.10
1980-11-18,0.7,2.1,,,,0.00
1980-11-19,0.6,2.1,,,,0.00
1980-11-20,0.6,2.1,,,,0.00
1980-11-21,0.6,2.1,,,,0.10
1980-11-22,0.6,2.2,,,,0.00
1980-11-23,0.6,2.2,,,,0.00
1980-11-24,0.6,2.2,,,,0.00
1980-11-25,0.6,2.2,,,,0.00
1980-11-26,0.7,2.2,,,,0.00
1980-11-27,0.7,2.2,,,,0.30
1980-11-28,0.7,2.5,,,,0.00
1980-11-29,0.7,2.5,,,,0.00
1980-11-30,0.7,2.5,,,,0.00
1980-12-01,0.7,2.5,,,,0.00
1980-12-02,0.7,2.5,,,,0.00
1980-12-03,0.7,2.5,,,,0.00
1980-12-04,0.7,2.5,,,,0.00
1980-12-05,0.8,2.5,,,,0.40
1980-12-06,1.3,2.9,,,,0.20
1980-12-07,1.4,3.1,,,,0.00
1980-12-08,1.4,3.1,,,,0.00
1980-12-09,1.4,3.1,,,,0.00
1980-12-10,1.4,3.1,,,,0.00
1980-12-11,1.4,3.1,,,,0.00
1980-12-12,1.3,3.1,,,,0.00
1980-12-13,1.3,3.1,,,,0.00
1980-12-14,1.3,3.1,,,,0.00
1980-12-15,1.3,3.1,,,,0.00
1980-12-16,1.2,3.1,,,,0.00
1980-12-17,1.2,3.1,,,,0.00
1980-12-18,1.2,3.1,,,,0.00
1980-12-19,1.1,3.1,,,,0.00
1980-12-20,1.2,3.1,,,,0.00
1980-12-21,1.2,3.1,,,,0.10
1980-12-22,1.3,3.2,,,,0.00
1980-12-23,1.3,3.2,,,,0.30
1980-12-24,1.5,3.5,,,,0.20
1980-12-25,1.5,3.7,,,,0.00
1980-12-26,1.7,3.7,,,,0.00
1980-12-27,1.7,3.7,,,,0.00
1980-12-28,1.7,3.7,,,,0.00
1980-12-29,1.7,3.7,,,,0.00
1980-12-30,1.7,3.7,,,,0.00
1980-12-31,1.7,3.7,,,,0.00
1981-01-01,1.7,3.7,,,,0.00
1981-01-02,1.7,3.7,,,,0.00
1981-01-03,1.7,3.7,,,,0.00
1981-01-04,1.7,3.7,,,,0.00
1981-01-05,1.6,3.7,,,,0.00
1981-01-06,1.6,3.7,,,,0.20
1981-01-07,1.8,3.9,,,,0.00
1981-01-08,1.8,3.9,,,,0.00
1981-01-09,1.8,3.9,,,,0.00
1981-01-10,1.8,3.9,,,,0.00
1981-01-11,1.7,3.9,,,,0.00
1981-01-12,1.6,3.9,,,,0.00
1981-01-13,1.6,3.9,,,,0.00
1981-01-14,1.6,3.9,,,,0.10
1981-01-15,1.6,4.0,,,,0.00
1981-01-16,1.6,4.0,,,,0.00
1981-01-17,1.6,4.0,,,,0.00
1981-01-18,1.6,4.0,,,,0.10
1981-01-19,1.6,4.1,,,,0.00
1981-01-20,1.6,4.1,,,,0.00
1981-01-21,1.6,4.1,,,,0.00
1981-01-22,1.6,4.1,,,,0.00
1981-01-23,1.6,4.1,,,,0.00
1981-01-24,1.6,4.1,,,,0.00
1981-01-25,1.6,4.1,,,,0.00
1981-01-26,1.6,4.1,,,,0.00
1981-01-27,1.6,4.1,,,,0.00
1981-01-28,1.6,4.1,,,,0.00
1981-01-29,1.6,4.1,,,,0.00
1981-01-30,1.6,4.1,,,,0.00
1981-01-31,1.6,4.1,,,,0.00
1981-02-01,1.6,4.1,,,,1.00
1981-02-02,2.4,5.1,,,,0.00
1981-02-03,2.4,5.1,,,,0.00
1981-02-04,2.4,5.1,,,,0.00
1981-02-05,2.4,5.1,,,,0.00
1981-02-06,2.4,5.1,,,,0.10
1981-02-07,2.5,5.2,,,,0.00
1981-02-08,2.5,5.2,,,,0.10
1981-02-09,2.6,5.3,,,,0.20
1981-02-10,2.8,5.5,,,,0.00
1981-02-11,2.8,5.5,,,,0.10
1981-02-12,2.8,5.6,,,,0.00
1981-02-13,2.8,5.6,,,,0.00
1981-02-14,2.8,5.6,,,,0.00
1981-02-15,2.8,5.6,,,,0.00
1981-02-16,2.8,5.6,,,,0.00
1981-02-17,2.8,5.6,,,,0.00
1981-02-18,2.8,5.6,,,,0.20
1981-02-19,2.8,5.8,,,,0.00
1981-02-20,2.8,5.8,,,,0.00
1981-02-21,2.9,5.8,,,,0.00
1981-02-22,2.9,5.8,,,,0.00
1981-02-23,2.9,5.8,,,,0.00
1981-02-24,2.9,5.8,,,,0.10
1981-02-25,2.9,5.9,,,,0.00
1981-02-26,2.9,5.9,,,,0.00
1981-02-27,2.9,5.9,,,,0.00
1981-02-28,2.9,5.9,,,,0.10
1981-03-01,3.0,6.0,,,,0.00
1981-03-02,3.0,6.0,,,,0.40
1981-03-03,3.3,6.4,,,,0.30
1981-03-04,3.7,6.7,,,,0.00
1981-03-05,3.7,6.7,,,,0.00
1981-03-06,3.7,6.7,,,,0.30
1981-03-07,4.0,7.0,,,,0.00
1981-03-08,4.0,7.0,,,,0.00
1981-03-09,4.0,7.0,,,,0.00
1981-03-10,4.0,7.0,,,,0.00
1981-03-11,4.0,7.0,,,,0.30
1981-03-12,4.3,7.3,,,,0.00
1981-03-13,4.3,7.3,,,,0.00
1981-03-14,4.3,7.3,,,,0.00
1981-03-15,4.3,7.3,,,,0.00
1981-03-16,4.3,7.3,,,,1.10
1981-03-17,5.4,8.4,,,,0.00
1981-03-18,5.4,8.4,,,,0.10
1981-03-19,5.5,8.5,,,,0.10
1981-03-20,5.5,8.6,,,,0.20
1981-03-21,5.8,8.8,,,,0.00
1981-03-22,5.8,8.8,,,,0.00
1981-03-23,5.9,8.8,,,,0.20
1981-03-24,5.9,9.0,,,,0.00
1981-03-25,5.9,9.0,,,,0.00
1981-03-26,6.3,9.0,,,,0.20
1981-03-27,6.3,9.2,,,,0.00
1981-03-28,6.3,9.2,,,,0.00
1981-03-29,6.5,9.2,,,,0.10
1981-03-30,6.5,9.3,,,,0.20
1981-03-31,6.7,9.5,,,,0.00
1981-04-01,6.7,9.5,,,,0.00
1981-04-02,6.7,9.5,,,,0.20
1981-04-03,6.9,9.7,,,,0.20
1981-04-04,7.2,9.9,,,,0.00
1981-04-05,7.4,9.9,,,,0.00
1981-04-06,7.4,9.9,,,,0.00
1981-04-07,7.4,9.9,,,,0.50
1981-04-08,7.8,10.4,,,,0.00
1981-04-09,7.9,10.4,,,,0.00
1981-04-10,8.4,10.4,,,,0.00
1981-04-11,8.3,10.4,,,,0.00
1981-04-12,8.3,10.4,,,,0.00
1981-04-13,8.3,10.4,,,,0.00
1981-04-14,7.5,10.4,,,,0.00
1981-04-15,7.1,10.4,,,,0.00
1981-04-16,6.7,10.4,,,,0.00
1981-04-17,6.4,10.4,,,,0.00
1981-04-18,6.4,10.4,,,,0.00
1981-04-19,5.9,10.4,,,,0.10
1981-04-20,5.2,10.5,,,,0.10
1981-04-21,5.2,10.6,,,,0.00
1981-04-22,4.8,10.6,,,,0.00
1981-04-23,4.8,10.6,,,,0.00
1981-04-24,4.1,10.6,,,,0.00
1981-04-25,3.7,10.6,,,,0.00
1981-04-26,3.7,10.6,,,,0.00
1981-04-27,2.3,10.6,,,,0.00
1981-04-28,1.3,10.6,,,,0.00
1981-04-29,0.0,10.6,,,,0.00
1981-04-30,0.0,10.6,,,,0.00
1981-05-01,0.0,10.6,,,,0.00
1981-05-02,0.0,10.6,,,,0.00
1981-05-03,0.0,10.6,,,,0.00
1981-05-04,0.0,10.6,,,,0.00
1981-05-05,0.0,10.6,,,,0.00
1981-05-06,0.0,10.6,,,,0.00
1981-05-07,0.0,10.6,,,,0.00
1981-05-08,0.0,10.6,,,,0.00
1981-05-09,0.0,10.6,,,,0.20
1981-05-10,0.0,10.8,,,,0.00
1981-05-11,0.0,10.8,,,,0.20
1981-05-12,0.0,11.0,,,,0.20
1981-05-13,0.0,11.2,,,,0.00
1981-05-14,0.0,11.2,,,,0.10
1981-05-15,0.0,11.3,,,,0.40
1981-05-16,0.0,11.7,,,,0.10
1981-05-17,0.0,11.8,,,,0.70
1981-05-18,0.0,12.5,,,,0.00
1981-05-19,0.0,12.5,,,,0.00
1981-05-20,0.0,12.5,,,,0.00
1981-05-21,0.0,12.5,,,,0.00
1981-05-22,0.0,12.5,,,,0.50
1981-05-23,0.0,13.0,,,,0.00
1981-05-24,0.0,13.0,,,,0.00
1981-05-25,0.0,13.0,,,,0.20
1981-05-26,0.0,13.2,,,,0.10
1981-05-27,0.0,13.3,,,,0.10
1981-05-28,0.0,13.4,,,,0.40
1981-05-29,0.0,13.8,,,,0.30
1981-05-30,0.0,14.1,,,,0.00
1981-05-31,0.0,14.1,,,,0.30
1981-06-01,0.0,14.4,,,,0.00
1981-06-02,0.0,14.4,,,,0.20
1981-06-03,0.0,14.6,,,,0.30
1981-06-04,0.0,14.9,,,,0.00
1981-06-05,0.0,14.9,,,,0.10
1981-06-06,0.0,15.0,,,,0.00
1981-06-07,0.0,15.0,,,,0.00
1981-06-08,0.0,15.0,,,,0.00
1981-06-09,0.0,15.0,,,,0.00
1981-06-10,0.0,15.0,,,,0.00
1981-06-11,0.0,15.0,,,,0.00
1981-06-12,0.0,15.0,,,,0.00
1981-06-13,0.0,15.0,,,,0.00
1981-06-14,0.0,15.0,,,,0.00
1981-06-15,0.0,15.0,,,,0.00
1981-06-16,0.0,15.0,,,,0.00
1981-06-17,0.0,15.0,,,,0.00
1981-06-18,0.0,15.0,,,,0.00
1981-06-19,0.0,15.0,,,,0.00
1981-06-20,0.0,15.0,,,,0.00
1981-06-21,0.0,15.0,,,,0.00
1981-06-22,0.0,15.0,,,,0.00
1981-06-23,0.0,15.0,,,,0.00
1981-06-24,0.0,15.0,,,,0.00
1981-06-25,0.0,15.0,,,,0.00
1981-06-26,0.0,15.0,,,,0.00
1981-06-27,0.0,15.0,,,,0.30
1981-06-28,0.0,15.3,,,,0.10
1981-06-29,0.0,15.4,,,,0.00
1981-06-30,0.0,15.4,,,,0.60
1981-07-01,0.0,16.0,,,,0.00
1981-07-02,0.0,16.0,,,,0.00
1981-07-03,0.0,16.0,,,,0.00
1981-07-04,0.0,16.0,,,,0.00
1981-07-05,0.0,16.0,,,,0.00
1981-07-06,0.0,16.0,,,,0.00
1981-07-07,0.0,16.0,,,,0.30
1981-07-08,0.0,16.3,,,,0.00
1981-07-09,0.0,16.3,,,,0.30
1981-07-10,0.0,16.6,,,,0.00
1981-07-11,0.0,16.6,,,,0.20
1981-07-12,0.0,16.8,,,,0.20
1981-07-13,0.0,17.0,,,,0.00
1981-07-14,0.0,17.0,,,,0.20
1981-07-15,0.0,17.2,,,,0.10
1981-07-16,0.0,17.3,,,,0.60
1981-07-17,0.0,17.9,,,,0.10
1981-07-18,0.0,18.0,,,,0.00
1981-07-19,0.0,18.0,,,,0.00
1981-07-20,0.0,18.0,,,,0.00
1981-07-21,0.0,18.0,,,,0.00
1981-07-22,0.0,18.0,,,,0.00
1981-07-23,0.0,18.0,,,,0.00
1981-07-24,0.0,18.0,,,,0.10
1981-07-25,0.0,18.1,,,,0.00
1981-07-26,0.0,18.1,,,,1.10
1981-07-27,0.0,19.2,,,,0.00
1981-07-28,0.0,19.2,,,,0.00
1981-07-29,0.0,19.2,,,,0.10
1981-07-30,0.0,19.3,,,,0.00
1981-07-31,0.0,19.3,,,,0.00
1981-08-01,0.0,19.3,,,,0.00
1981-08-02,0.0,19.3,,,,0.00
1981-08-03,0.0,19.3,,,,0.00
1981-08-04,0.0,19.3,,,,0.00
1981-08-05,0.0,19.3,,,,0.00
1981-08-06,0.0,19.3,,,,0.00
1981-08-07,0.0,19.3,,,,0.00
1981-08-08,0.0,19.3,,,,0.00
1981-08-09,0.0,19.3,,,,0.20
1981-08-10,0.0,19.5,,,,0.30
1981-08-11,0.0,19.8,,,,0.30
1981-08-12,0.0,20.1,,,,0.00
1981-08-13,0.0,20.1,,,,0.00
1981-08-14,0.0,20.1,,,,0.00
1981-08-15,0.0,20.1,,,,0.00
1981-08-16,0.0,20.1,,,,1.10
1981-08-17,0.0,21.2,,,,0.00
1981-08-18,0.0,21.2,,,,0.10
1981-08-19,0.0,21.3,,,,0.10
1981-08-20,0.0,21.4,,,,0.00
1981-08-21,0.0,21.4,,,,0.10
1981-08-22,0.0,21.5,,,,0.00
1981-08-23,0.0,21.5,,,,0.10
1981-08-24,0.0,21.6,,,,0.20
1981-08-25,0.0,21.8,,,,0.00
1981-08-26,0.0,21.8,,,,0.10
1981-08-27,0.0,21.9,,,,0.00
1981-08-28,0.0,21.9,,,,0.00
1981-08-29,0.0,21.9,,,,0.00
1981-08-30,0.0,21.9,,,,0.50
1981-08-31,0.0,22.4,,,,0.00
1981-09-01,0.0,22.4,,,,0.00
1981-09-02,0.0,22.4,,,,0.20
1981-09-03,0.0,22.6,,,,0.00
1981-09-04,0.0,22.6,,,,0.00
1981-09-05,0.0,22.6,,,,0.20
1981-09-06,0.0,22.8,,,,0.00
1981-09-07,0.0,22.8,,,,0.00
1981-09-08,0.0,22.8,,,,0.00
1981-09-09,0.0,22.8,,,,0.00
1981-09-10,0.0,22.8,,,,0.00
1981-09-11,0.0,22.8,,,,0.00
1981-09-12,0.0,22.8,,,,0.00
1981-09-13,0.0,22.8,,,,0.00
1981-09-14,0.0,22.8,,,,0.80
1981-09-15,0.0,23.6,,,,0.00
1981-09-16,0.0,23.6,,,,0.00
1981-09-17,0.0,23.6,,,,0.00
1981-09-18,0.0,23.6,,,,0.00
1981-09-19,0.0,23.6,,,,0.00
1981-09-20,0.0,23.6,,,,0.00
1981-09-21,0.0,23.6,,,,0.00
1981-09-22,0.0,23.6,,,,0.00
1981-09-23,0.0,23.6,,,,0.00
1981-09-24,0.0,23.6,,,,0.00
1981-09-25,0.0,23.6,,,,0.00
1981-09-26,0.0,23.6,,,,0.00
1981-09-27,0.0,23.6,,,,0.00
1981-09-28,0.0,23.6,,,,0.00
1981-09-29,0.0,23.6,,,,0.00
1981-09-30,0.0,23.6,,,,0.00
1981-10-01,0.0,0.0,,,,0.00
1981-10-02,0.0,0.0,,,,0.00
1981-10-03,0.0,0.0,,,,0.00
1981-10-04,0.0,0.0,,,,0.00
1981-10-05,0.0,0.0,,,,0.00
1981-10-06,0.0,0.0,,,,0.00
1981-10-07,0.0,0.0,,,,0.00
1981-10-08,0.0,0.0,,,,0.00
1981-10-09,0.0,0.0,,,,0.00
1981-10-10,0.0,0.0,,,,0.00
1981-10-11,0.0,0.0,,,,0.00
1981-10-12,0.0,0.0,,,,0.00
1981-10-13,0.0,0.0,,,,0.00
1981-10-14,0.0,0.0,,,,1.10
1981-10-15,0.1,1.1,,,,0.90
1981-10-16,0.9,2.0,,,,0.00
1981-10-17,0.9,2.0,,,,0.00
1981-10-18,0.6,2.0,,,,0.00
1981-10-19,0.4,2.0,,,,0.00
1981-10-20,0.4,2.0,,,,0.10
1981-10-21,0.2,2.1,,,,0.00
1981-10-22,0.0,2.1,,,,0.00
1981-10-23,0.0,2.1,,,,0.00
1981-10-24,0.0,2.1,,,,0.30
1981-10-25,0.3,2.4,,,,0.00
1981-10-26,0.3,2.4,,,,0.00
1981-10-27,0.0,2.4,,,,0.00
1981-10-28,0.0,2.4,,,,0.20
1981-10-29,0.0,2.6,,,,0.00
1981-10-30,0.0,2.6,,,,0.00
1981-10-31,0.0,2.6,,,,0.00
1981-11-01,0.0,2.6,,,,0.10
1981-11-02,0.0,2.7,,,,0.00
1981-11-03,0.0,2.7,,,,0.00
1981-11-04,0.0,2.7,,,,0.00
1981-11-05,0.0,2.7,,,,0.00
1981-11-06,0.0,2.7,,,,0.00
1981-11-07,0.0,2.7,,,,0.00
1981-11-08,0.0,2.7,,,,0.00
1981-11-09,0.0,2.7,,,,0.00
1981-11-10,0.0,2.7,,,,0.30
1981-11-11,0.2,3.0,,,,0.00
1981-11-12,0.2,3.0,,,,0.00
1981-11-13,0.2,3.0,,,,0.00
1981-11-14,0.2,3.0,,,,0.00
1981-11-15,0.2,3.0,,,,0.00
1981-11-16,0.2,3.0,,,,0.00
1981-11-17,0.2,3.0,,,,0.00
1981-11-18,0.2,3.0,,,,0.00
1981-11-19,0.2,3.0,,,,0.00
1981-11-20,0.2,3.0,,,,0.70
1981-11-21,1.0,3.7,,,,0.00
1981-11-22,1.0,3.7,,,,0.00
1981-11-23,1.0,3.7,,,,0.00
1981-11-24,1.0,3.7,,,,0.00
1981-11-25,1.0,3.7,,,,0.00
1981-11-26,1.3,3.7,,,,0.30
1981-11-27,1.3,4.0,,,,0.00
1981-11-28,1.3,4.0,,,,0.00
1981-11-29,1.3,4.0,,,,0.00
1981-11-30,1.3,4.0,,,,0.00
1981-12-01,1.3,4.0,,,,0.50
1981-12-02,1.8,4.5,,,,0.00
1981-12-03,1.8,4.5,,,,0.00
1981-12-04,1.7,4.5,,,,0.00
1981-12-05,1.7,4.5,,,,0.00
1981-12-06,1.7,4.5,,,,0.00
1981-12-07,1.7,4.5,,,,0.00
1981-12-08,1.7,4.5,,,,0.00
1981-12-09,1.7,4.5,,,,0.00
1981-12-10,1.7,4.5,,,,0.00
1981-12-11,1.8,4.5,,,,0.10
1981-12-12,1.8,4.6,,,,0.00
1981-12-13,1.8,4.6,,,,0.10
1981-12-14,1.9,4.7,,,,0.40
1981-12-15,2.4,5.1,,,,0.20
1981-12-16,2.6,5.3,,,,0.30
1981-12-17,3.0,5.6,,,,0.00
1981-12-18,3.0,5.6,,,,0.30
1981-12-19,3.0,5.9,,,,0.10
1981-12-20,3.2,6.0,,,,0.00
1981-12-21,3.2,6.0,,,,0.30
1981-12-22,3.5,6.3,,,,0.00
1981-12-23,3.5,6.3,,,,0.00
1981-12-24,3.5,6.3,,,,0.10
1981-12-25,3.5,6.4,,,,0.10
1981-12-26,3.7,6.5,,,,0.80
1981-12-27,4.6,7.3,,,,0.00
1981-12-28,4.8,7.3,,,,0.30
1981-12-29,4.9,7.6,,,,0.20
1981-12-30,5.1,7.8,,,,0.40
1981-12-31,5.6,8.2,,,,0.50
1982-01-01,6.2,8.7,,,,0.10
1982-01-02,6.2,8.8,,,,0.10
1982-01-03,6.5,8.9,,,,0.00
1982-01-04,6.5,8.9,,,,0.30
1982-01-05,6.6,9.2,,,,0.40
1982-01-06,7.1,9.6,,,,0.00
1982-01-07,7.1,9.6,,,,0.00
1982-01-08,7.1,9.6,,,,0.10
1982-01-09,7.1,9.7,,,,0.10
1982-01-10,7.1,9.8,,,,0.00
1982-01-11,7.1,9.8,,,,0.00
1982-01-12,7.1,9.8,,,,0.00
1982-01-13,7.2,9.8,,,,0.20
1982-01-14,7.4,10.0,,,,0.00
1982-01-15,7.4,10.0,,,,0.20
1982-01-16,7.6,10.2,,,,0.10
1982-01-17,7.7,10.3,,,,0.00
1982-01-18,7.7,10.3,,,,0.00
1982-01-19,7.7,10.3,,,,0.00
1982-01-20,7.7,10.3,,,,0.10
1982-01-21,7.8,10.4,,,,0.20
1982-01-22,8.1,10.6,,,,0.00
1982-01-23,8.1,10.6,,,,0.00
1982-01-24,8.1,10.6,,,,0.00
1982-01-25,8.1,10.6,,,,0.00
1982-01-26,8.1,10.6,,,,0.60
1982-01-27,8.5,11.2,,,,0.00
1982-01-28,8.7,11.2,,,,0.20
1982-01-29,8.7,11.4,,,,0.00
1982-01-30,8.7,11.4,,,,0.10
1982-01-31,8.8,11.5,,,,0.00
1982-02-01,8.8,11.5,,,,0.00
1982-02-02,8.8,11.5,,,,0.00
1982-02-03,8.8,11.5,,,,0.00
1982-02-04,8.8,11.5,,,,0.00
