#------------------------------------------------- WARNING --------------------------------------------
#
# The data you have obtained from this automated Natural Resource Conservation Service
# database are subject to revision regardless of indicated Quality Assurance level.
# Data are released on condition that neither the NRCS nor the United States Government
# may be held liable for any damages resulting from its use.
#
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
#
# Support Contact: nrcsprod@midatl.service-now.com
#
#------------------------------------------------------------------------------------------------------
#
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 409: Columbine Pass, CO
#
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation
#
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
#
#------------------------------------------------------------------------------------------------------
#
# Columbine Pass (409)
# Colorado  SNOTEL Site - 9400 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 14, 2018 3:50:34 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1986-11-05,2.6,5.2,56,19,33,0.10
1986-11-06,2.6,5.3,37,18,28,0.60
1986-11-07,3.3,5.9,18,14,16,0.10
1986-11-08,3.4,6.0,28,2,13,0.00
1986-11-09,3.4,6.0,32,1,15,0.10
1986-11-10,3.4,6.1,37,12,21,0.00
1986-11-11,3.4,6.1,41,13,24,0.00
1986-11-12,3.4,6.1,48,17,28,0.00
1986-11-13,3.4,6.1,45,20,30,0.00
1986-11-14,3.5,6.1,46,22,32,0.00
1986-11-15,3.5,6.1,45,23,32,0.00
1986-11-16,3.5,6.1,47,22,32,0.10
1986-11-17,3.5,6.2,42,30,34,0.00
1986-11-18,3.4,6.2,45,29,34,1.30
1986-11-19,4.7,7.5,34,24,31,0.30
1986-11-20,5.1,7.8,55,20,32,0.10
1986-11-21,5.3,7.9,41,27,33,0.00
1986-11-22,5.2,7.9,43,15,24,0.00
1986-11-23,5.2,7.9,40,10,20,0.00
1986-11-24,4.8,7.9,49,14,29,0.00
1986-11-25,4.7,7.9,47,18,28,0.20
1986-11-26,4.7,8.1,32,14,24,0.00
1986-11-27,4.7,8.1,50,13,27,0.00
1986-11-28,4.7,8.1,51,22,34,0.00
1986-11-29,4.7,8.1,37,22,32,0.10
1986-11-30,4.8,8.2,32,11,21,0.00
1986-12-01,4.9,8.2,42,7,20,0.00
1986-12-02,4.9,8.2,23,14,17,0.00
1986-12-03,4.9,8.2,26,22,24,0.00
1986-12-04,4.9,8.2,48,20,30,0.00
1986-12-05,4.8,8.2,38,27,31,0.60
1986-12-06,5.3,8.8,29,24,27,1.10
1986-12-07,6.5,9.9,32,20,25,0.10
1986-12-08,6.7,10.0,39,18,24,0.00
1986-12-09,6.7,10.0,28,-7,11,0.00
1986-12-10,6.7,10.0,28,-8,6,0.00
1986-12-11,6.7,10.0,38,-1,15,0.10
1986-12-12,6.7,10.1,37,13,21,0.00
1986-12-13,7.0,10.1,38,14,22,0.00
1986-12-14,7.0,10.1,41,17,25,0.00
1986-12-15,7.6,10.1,38,20,27,0.00
1986-12-16,7.6,10.1,38,17,26,0.00
1986-12-17,7.6,10.1,48,14,25,0.10
1986-12-18,7.6,10.2,31,17,23,0.00
1986-12-19,7.6,10.2,29,12,21,0.00
1986-12-20,7.6,10.2,38,11,20,0.00
1986-12-21,7.6,10.2,38,11,19,0.00
1986-12-22,7.6,10.2,46,9,21,0.10
1986-12-23,7.7,10.3,41,11,22,0.00
1986-12-24,7.7,10.3,40,7,18,0.00
1986-12-25,7.7,10.3,35,6,15,0.00
1986-12-26,7.5,10.3,,,,0.00
1986-12-27,7.3,10.3,35,8,18,0.00
1986-12-28,7.0,10.3,36,8,18,0.00
1986-12-29,6.8,10.3,42,9,23,0.00
1986-12-30,6.8,10.3,43,13,24,0.00
1986-12-31,6.7,10.3,37,1,17,0.00
1987-01-01,6.7,10.3,37,16,24,0.10
1987-01-02,6.8,10.4,34,5,18,0.00
1987-01-03,6.8,10.4,29,8,20,0.10
1987-01-04,6.8,10.5,41,22,31,0.00
1987-01-05,6.9,10.5,33,19,24,0.70
1987-01-06,7.5,11.2,24,11,17,0.10
1987-01-07,7.7,11.3,26,11,17,0.50
1987-01-08,8.3,11.8,22,4,15,0.10
1987-01-09,8.4,11.9,33,0,11,0.00
1987-01-10,8.2,11.9,42,2,14,0.00
1987-01-11,8.1,11.9,53,7,26,0.10
1987-01-12,8.1,12.0,51,23,33,0.00
1987-01-13,8.1,12.0,42,18,28,0.00
1987-01-14,8.1,12.0,33,8,17,0.00
1987-01-15,8.1,12.0,26,13,18,0.50
1987-01-16,8.6,12.5,21,1,9,0.20
1987-01-17,9.1,12.7,23,-3,4,0.00
1987-01-18,9.3,12.7,37,-2,11,0.10
1987-01-19,9.3,12.8,18,0,10,0.20
1987-01-20,9.5,13.0,30,-5,5,0.00
1987-01-21,9.5,13.0,33,-5,9,0.00
1987-01-22,9.6,13.0,36,1,17,0.10
1987-01-23,9.8,13.1,36,16,23,0.00
1987-01-24,9.9,13.1,40,15,22,0.00
1987-01-25,10.0,13.1,37,15,24,0.00
1987-01-26,10.0,13.1,46,20,30,0.00
1987-01-27,10.0,13.1,48,24,33,0.30
1987-01-28,10.2,13.4,32,11,24,1.10
1987-01-29,11.6,14.5,33,8,19,0.10
1987-01-30,11.9,14.6,35,18,26,0.10
1987-01-31,11.9,14.7,41,15,24,0.00
1987-02-01,11.9,14.7,46,11,26,0.10
1987-02-02,11.9,14.8,50,20,32,0.00
1987-02-03,11.7,14.8,40,26,31,0.40
1987-02-04,12.0,15.2,35,12,25,0.00
1987-02-05,12.2,15.2,44,9,22,0.00
1987-02-06,12.4,15.2,54,11,27,0.00
1987-02-07,12.4,15.2,55,22,33,0.00
1987-02-08,12.4,15.2,54,25,34,0.00
1987-02-09,12.4,15.2,46,22,32,0.00
1987-02-10,12.4,15.2,40,22,29,0.20
1987-02-11,12.6,15.4,38,22,29,0.00
1987-02-12,12.7,15.4,33,20,28,0.30
1987-02-13,13.1,15.7,28,27,28,1.30
1987-02-14,14.6,17.0,29,19,24,0.30
1987-02-15,15.0,17.3,37,12,22,0.00
1987-02-16,15.0,17.3,37,14,23,0.00
1987-02-17,15.0,17.3,32,6,17,0.00
1987-02-18,15.0,17.3,42,4,19,0.00
1987-02-19,15.1,17.3,26,10,16,0.20
1987-02-20,15.1,17.5,40,3,16,0.00
1987-02-21,15.1,17.5,42,-1,15,0.00
1987-02-22,15.1,17.5,33,5,18,0.10
1987-02-23,15.1,17.6,28,16,21,0.00
1987-02-24,15.1,17.6,26,16,20,0.20
1987-02-25,15.1,17.8,26,14,17,0.30
1987-02-26,15.5,18.1,30,8,18,0.50
1987-02-27,16.3,18.6,30,0,14,0.00
1987-02-28,16.3,18.6,45,-2,16,0.00
1987-03-01,16.3,18.6,50,4,24,0.20
1987-03-02,16.3,18.8,47,13,28,0.00
1987-03-03,16.3,18.8,53,15,32,0.00
1987-03-04,16.3,18.8,54,21,34,0.00
1987-03-05,16.1,18.8,55,26,38,0.00
1987-03-06,16.1,18.8,57,22,38,0.00
1987-03-07,16.1,18.8,56,25,38,0.00
1987-03-08,16.1,18.8,37,25,29,0.50
1987-03-09,16.5,19.3,37,19,28,0.30
1987-03-10,17.0,19.6,51,17,30,0.00
1987-03-11,17.1,19.6,44,16,27,0.00
1987-03-12,17.3,19.6,51,14,32,0.00
1987-03-13,17.3,19.6,50,20,35,0.00
1987-03-14,17.1,19.6,45,12,29,0.00
1987-03-15,17.1,19.6,,,,0.40
1987-03-16,17.6,20.0,34,8,19,0.30
1987-03-17,17.8,20.3,42,6,21,0.00
1987-03-18,17.8,20.3,46,13,30,0.20
1987-03-19,17.8,20.5,30,23,27,0.60
1987-03-20,18.3,21.1,26,7,15,0.40
1987-03-21,18.8,21.5,36,9,21,0.80
1987-03-22,19.6,22.3,35,10,21,0.20
1987-03-23,19.8,22.5,43,6,19,0.00
1987-03-24,19.8,22.5,40,4,18,0.00
1987-03-25,19.8,22.5,46,2,21,0.00
1987-03-26,19.8,22.5,42,6,23,0.10
1987-03-27,19.8,22.6,36,6,18,0.00
1987-03-28,19.8,22.6,41,3,17,0.00
1987-03-29,19.8,22.6,40,-8,14,0.00
1987-03-30,19.8,22.6,46,-9,20,0.00
1987-03-31,19.8,22.6,56,12,34,0.20
1987-04-01,19.8,22.8,57,19,36,0.00
1987-04-02,19.6,22.8,56,16,32,0.00
1987-04-03,19.5,22.8,56,16,32,0.00
1987-04-04,19.3,22.8,45,24,32,0.50
1987-04-05,20.1,23.3,38,23,29,0.00
1987-04-06,20.3,23.3,52,20,34,0.00
1987-04-07,20.6,23.3,50,19,32,0.00
1987-04-08,20.8,23.3,54,20,35,0.00
1987-04-09,20.0,23.3,52,25,36,0.00
1987-04-10,19.3,23.3,55,19,36,0.20
1987-04-11,18.6,23.5,49,30,36,0.60
1987-04-12,19.1,24.1,44,17,27,0.20
1987-04-13,19.5,24.3,49,14,28,0.00
1987-04-14,19.8,24.3,61,14,38,0.20
1987-04-15,19.1,24.5,65,29,45,0.00
1987-04-16,17.8,24.5,67,27,47,0.00
1987-04-17,16.8,24.5,69,33,50,0.00
1987-04-18,16.0,24.5,57,37,46,0.00
1987-04-19,15.5,24.5,44,17,35,0.00
1987-04-20,15.5,24.5,40,12,24,0.10
1987-04-21,15.5,24.6,59,15,35,0.00
1987-04-22,14.8,24.6,68,26,44,0.00
1987-04-23,13.6,24.6,68,33,49,0.00
1987-04-24,12.3,24.6,67,36,49,0.20
1987-04-25,11.0,24.8,65,38,46,0.00
1987-04-26,10.3,24.8,67,34,46,0.00
1987-04-27,9.5,24.8,63,33,44,0.00
1987-04-28,8.6,24.8,66,38,47,0.00
1987-04-29,7.5,24.8,72,36,47,0.00
1987-04-30,6.6,24.8,61,35,45,0.20
1987-05-01,5.6,25.0,51,34,41,0.00
1987-05-02,4.4,25.0,44,27,33,0.30
1987-05-03,4.8,25.3,51,24,34,0.00
1987-05-04,4.3,25.3,60,28,42,0.00
1987-05-05,2.8,25.3,61,31,44,0.00
1987-05-06,1.7,25.3,60,32,46,0.00
1987-05-07,0.3,25.3,67,34,47,0.00
1987-05-08,0.0,25.3,65,38,48,0.00
1987-05-09,0.0,25.3,64,37,47,0.00
1987-05-10,0.0,25.3,65,36,47,0.00
1987-05-11,0.0,25.3,67,36,48,0.00
1987-05-12,0.0,25.3,64,38,48,0.00
1987-05-13,0.0,25.3,67,39,48,0.00
1987-05-14,0.0,25.3,66,37,48,0.00
1987-05-15,0.0,25.3,60,36,47,0.00
1987-05-16,0.0,25.3,55,36,46,0.20
1987-05-17,0.0,25.5,59,40,47,0.00
1987-05-18,0.0,25.5,58,35,43,0.20
1987-05-19,0.0,25.7,60,34,44,0.10
1987-05-20,0.0,25.8,52,34,41,0.10
1987-05-21,0.0,25.9,43,31,35,0.10
1987-05-22,0.0,26.0,55,30,42,0.60
1987-05-23,0.0,26.6,55,33,42,0.00
1987-05-24,0.0,26.6,51,32,40,0.00
1987-05-25,0.0,26.6,50,31,40,0.00
1987-05-26,0.0,26.6,40,28,32,0.00
1987-05-27,0.0,26.6,49,27,37,0.00
1987-05-28,0.0,26.6,52,28,39,0.00
1987-05-29,0.0,26.6,51,30,39,0.10
1987-05-30,0.0,26.7,62,30,45,0.00
1987-05-31,0.0,26.7,65,36,51,0.00
1987-06-01,0.0,26.7,68,36,53,0.10
1987-06-02,0.0,26.8,72,32,51,0.00
1987-06-03,0.0,26.8,74,35,54,0.00
1987-06-04,0.0,26.8,75,43,56,0.00
1987-06-05,0.0,26.8,71,44,55,0.00
1987-06-06,0.0,26.8,70,43,56,0.00
1987-06-07,0.0,26.8,61,42,51,0.00
1987-06-08,0.0,26.8,62,43,49,0.00
1987-06-09,0.0,26.8,66,41,50,0.00
1987-06-10,0.0,26.8,69,41,53,0.00
1987-06-11,0.0,26.8,76,41,57,0.00
1987-06-12,0.0,26.8,80,46,59,0.00
1987-06-13,0.0,26.8,76,44,59,0.00
1987-06-14,0.0,26.8,80,45,61,0.00
1987-06-15,0.0,26.8,74,49,59,0.00
1987-06-16,0.0,26.8,70,44,56,0.00
1987-06-17,0.0,26.8,71,42,55,0.00
1987-06-18,0.0,26.8,71,43,56,0.00
1987-06-19,0.0,26.8,74,45,58,0.00
1987-06-20,0.0,26.8,73,45,58,0.00
1987-06-21,0.0,26.8,76,42,58,0.00
1987-06-22,0.0,26.8,74,42,57,0.00
1987-06-23,0.0,26.8,76,42,58,0.00
1987-06-24,0.0,26.8,79,44,60,0.00
1987-06-25,0.0,26.8,78,44,60,0.00
1987-06-26,0.0,26.8,77,47,61,0.00
1987-06-27,0.0,26.8,75,48,60,0.00
1987-06-28,0.0,26.8,73,44,54,0.00
1987-06-29,0.0,26.8,64,41,49,0.00
1987-06-30,0.0,26.8,72,38,54,0.00
1987-07-01,0.0,26.8,78,44,60,0.00
1987-07-02,0.0,26.8,76,44,59,0.00
1987-07-03,0.0,26.8,75,46,60,0.00
1987-07-04,0.0,26.8,73,44,57,0.00
1987-07-05,0.0,26.8,78,43,59,0.00
1987-07-06,0.0,26.8,77,45,59,0.00
1987-07-07,0.0,26.8,78,41,59,0.10
1987-07-08,0.0,26.9,82,48,63,0.00
1987-07-09,0.0,26.9,76,47,60,0.00
1987-07-10,0.0,26.9,70,45,58,0.00
1987-07-11,0.0,26.9,71,42,55,0.00
1987-07-12,0.0,26.9,73,41,53,0.00
1987-07-13,0.0,26.9,75,40,56,0.10
1987-07-14,0.0,27.0,82,43,60,0.10
1987-07-15,0.0,27.1,85,45,63,0.00
1987-07-16,0.0,27.1,80,47,60,0.00
1987-07-17,0.0,27.1,58,43,47,0.90
1987-07-18,0.0,28.0,,,,0.00
1987-07-19,0.0,28.0,71,44,55,0.10
1987-07-20,0.0,28.1,70,42,55,0.00
1987-07-21,0.0,28.1,74,49,60,0.10
1987-07-22,0.0,28.2,76,51,62,0.00
1987-07-23,0.0,28.2,80,46,62,0.00
1987-07-24,0.0,28.2,82,49,64,0.10
1987-07-25,0.0,28.3,78,49,62,0.00
1987-07-26,0.0,28.3,74,46,59,0.00
1987-07-27,0.0,28.3,77,45,60,0.00
1987-07-28,0.0,28.3,74,47,57,0.00
1987-07-29,0.0,28.3,66,49,56,0.10
1987-07-30,0.0,28.4,69,47,55,0.20
1987-07-31,0.0,28.6,55,44,50,0.30
1987-08-01,0.0,28.9,80,42,58,0.10
1987-08-02,0.0,29.0,77,49,61,0.10
1987-08-03,0.0,29.1,83,49,62,0.00
1987-08-04,0.0,29.1,82,48,62,0.00
1987-08-05,0.0,29.1,81,49,62,0.00
1987-08-06,0.0,29.1,78,51,61,0.20
1987-08-07,0.0,29.3,69,46,54,0.00
1987-08-08,0.0,29.3,77,43,54,0.30
1987-08-09,0.0,29.6,74,43,57,0.00
1987-08-10,0.0,29.6,76,47,59,0.00
1987-08-11,0.0,29.6,77,47,60,0.00
1987-08-12,0.0,29.6,77,43,57,0.10
1987-08-13,0.0,29.7,69,42,53,0.10
1987-08-14,0.0,29.8,67,43,54,0.00
1987-08-15,0.0,29.8,64,44,53,0.00
1987-08-16,0.0,29.8,,,,0.10
1987-08-17,0.0,29.9,78,44,58,0.00
1987-08-18,0.0,29.9,80,41,58,0.00
1987-08-19,0.0,29.9,80,47,62,0.00
1987-08-20,0.0,29.9,74,49,60,0.00
1987-08-21,0.0,29.9,72,49,57,0.00
1987-08-22,0.0,29.9,69,47,54,0.10
1987-08-23,0.0,30.0,48,45,46,1.00
1987-08-24,0.0,31.0,55,39,47,0.90
1987-08-25,0.0,31.9,62,38,47,0.00
1987-08-26,0.0,31.9,64,33,45,0.00
1987-08-27,0.0,31.9,42,33,35,0.00
1987-08-28,0.0,31.9,65,38,49,0.00
1987-08-29,0.0,31.9,69,37,50,0.20
1987-08-30,0.0,32.1,73,41,55,0.00
1987-08-31,0.0,32.1,75,44,57,0.00
1987-09-01,0.0,32.1,76,46,59,0.00
1987-09-02,0.0,32.1,74,45,57,0.00
1987-09-03,0.0,32.1,71,44,56,0.00
1987-09-04,0.0,32.1,63,40,49,0.00
1987-09-05,0.0,32.1,62,37,47,0.10
1987-09-06,0.0,32.2,67,38,50,0.00
1987-09-07,0.0,32.2,61,38,48,0.00
1987-09-08,0.0,32.2,66,37,50,0.00
1987-09-09,0.0,32.2,67,39,49,0.10
1987-09-10,0.0,32.3,72,41,53,0.00
1987-09-11,0.0,32.3,70,42,54,0.00
1987-09-12,0.0,32.3,70,44,53,0.00
1987-09-13,0.0,32.3,58,34,44,0.20
1987-09-14,0.0,32.5,57,29,40,0.00
1987-09-15,0.0,32.5,66,28,44,0.00
1987-09-16,0.0,32.5,65,38,50,0.00
1987-09-17,0.0,32.5,67,35,47,0.00
1987-09-18,0.0,32.5,66,33,47,0.00
1987-09-19,0.0,32.5,69,34,49,0.00
1987-09-20,0.0,32.5,72,35,51,0.00
1987-09-21,0.0,32.5,72,37,52,0.00
1987-09-22,0.0,32.5,70,40,53,0.00
1987-09-23,0.0,32.5,76,41,55,0.00
1987-09-24,0.0,32.5,72,42,54,0.00
1987-09-25,0.0,32.5,68,38,47,0.10
1987-09-26,0.0,32.6,,,,0.00
1987-09-27,0.0,32.6,68,37,49,0.00
1987-09-28,0.0,32.6,66,33,46,0.00
1987-09-29,0.0,32.6,72,30,48,0.00
1987-09-30,0.0,32.6,68,36,50,0.00
1987-10-01,0.0,0.0,72,37,50,0.00
1987-10-02,0.0,0.0,71,37,52,0.00
1987-10-03,0.0,0.0,72,41,52,0.00
1987-10-04,0.0,0.0,75,39,53,0.00
1987-10-05,0.0,0.0,73,36,51,0.00
1987-10-06,0.0,0.0,74,38,52,0.00
1987-10-07,0.0,0.0,69,38,52,0.00
1987-10-08,0.0,0.0,67,39,51,0.00
1987-10-09,0.0,0.0,42,38,40,0.00
1987-10-10,0.0,0.0,64,40,49,0.00
1987-10-11,0.0,0.0,68,36,49,0.00
1987-10-12,0.0,0.0,61,40,47,0.00
1987-10-13,0.0,0.0,44,32,37,0.80
1987-10-14,0.0,0.8,35,32,33,0.70
1987-10-15,0.0,1.5,45,31,35,0.00
1987-10-16,0.0,1.5,52,28,36,0.00
1987-10-17,0.0,1.5,56,28,39,0.00
1987-10-18,0.0,1.5,56,30,39,0.00
1987-10-19,0.0,1.5,55,27,38,0.00
1987-10-20,0.0,1.5,57,24,38,0.00
1987-10-21,0.0,1.5,56,30,40,0.00
1987-10-22,0.0,1.5,57,33,42,0.00
1987-10-23,0.0,1.5,55,33,40,0.10
1987-10-24,0.0,1.6,45,35,38,0.70
1987-10-25,0.0,2.3,48,29,36,0.00
1987-10-26,0.0,2.3,60,28,39,0.00
1987-10-27,0.0,2.3,64,28,42,0.10
1987-10-28,0.0,2.4,52,35,43,0.00
1987-10-29,0.0,2.4,54,33,39,0.70
1987-10-30,0.0,3.1,36,29,32,0.10
1987-10-31,0.0,3.2,45,26,35,0.10
1987-11-01,0.0,3.3,51,31,36,0.80
1987-11-02,0.0,4.1,35,31,32,0.10
1987-11-03,0.0,4.2,43,29,35,0.00
1987-11-04,0.0,4.2,59,28,39,0.10
1987-11-05,0.0,4.3,56,32,42,0.90
1987-11-06,0.0,5.2,40,27,31,0.40
1987-11-07,0.1,5.6,29,26,26,0.20
1987-11-08,0.2,5.8,48,22,31,0.00
1987-11-09,0.0,5.8,52,21,32,0.00
1987-11-10,0.0,5.8,46,25,32,0.00
1987-11-11,0.0,5.8,48,19,29,0.00
1987-11-12,0.0,5.8,45,20,31,0.00
1987-11-13,0.0,5.8,47,24,34,0.00
1987-11-14,0.0,5.8,32,22,27,0.90
1987-11-15,0.8,6.7,26,3,17,0.00
1987-11-16,1.0,6.7,33,0,15,0.10
1987-11-17,1.1,6.8,26,1,14,0.00
1987-11-18,1.3,6.8,42,0,19,0.00
1987-11-19,1.3,6.8,55,15,31,0.10
1987-11-20,1.3,6.9,55,26,36,0.00
1987-11-21,1.3,6.9,37,15,27,0.00
1987-11-22,1.3,6.9,41,13,24,0.00
1987-11-23,1.3,6.9,40,15,26,0.00
1987-11-24,1.3,6.9,38,5,20,0.00
1987-11-25,1.3,6.9,37,17,25,0.00
1987-11-26,1.3,6.9,27,15,19,0.00
1987-11-27,1.3,6.9,34,6,16,0.00
1987-11-28,1.3,6.9,44,10,22,0.00
1987-11-29,1.3,6.9,36,10,20,0.00
1987-11-30,1.1,6.9,40,10,18,0.00
1987-12-01,0.9,6.9,41,10,22,0.00
1987-12-02,0.8,6.9,36,19,28,0.00
1987-12-03,0.9,6.9,51,28,36,0.00
1987-12-04,1.1,6.9,50,32,38,0.00
1987-12-05,1.3,6.9,34,25,30,1.00
1987-12-06,2.3,7.9,40,18,28,0.00
1987-12-07,2.3,7.9,38,15,26,0.20
1987-12-08,2.5,8.1,33,4,15,0.00
1987-12-09,2.6,8.1,34,12,23,0.00
1987-12-10,2.7,8.1,43,23,32,0.00
1987-12-11,2.8,8.1,39,4,25,0.00
1987-12-12,2.7,8.1,2,-4,-1,0.00
1987-12-13,2.7,8.1,15,1,6,0.00
1987-12-14,2.6,8.1,14,-2,5,0.20
1987-12-15,2.8,8.3,22,-4,6,0.00
1987-12-16,2.8,8.3,26,5,18,0.20
1987-12-17,2.9,8.5,41,20,27,0.20
1987-12-18,3.1,8.7,32,22,25,0.10
1987-12-19,3.2,8.8,23,11,19,0.30
1987-12-20,3.6,9.1,33,5,14,0.00
1987-12-21,3.6,9.1,24,11,16,0.10
1987-12-22,3.6,9.2,32,16,25,0.00
