#------------------------------------------------- WARNING --------------------------------------------
#
# The data you have obtained from this automated Natural Resource Conservation Service
# database are subject to revision regardless of indicated Quality Assurance level.
# Data are released on condition that neither the NRCS nor the United States Government
# may be held liable for any damages resulting from its use.
#
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
#
# Support Contact: nrcsprod@midatl.service-now.com
#
#------------------------------------------------------------------------------------------------------
#
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 542: Independence Pass, CO
#
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation
#
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
#
#------------------------------------------------------------------------------------------------------
#
# Independence Pass (542)
# Colorado  SNOTEL Site - 10600 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 15, 2018 5:52:23 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1981-01-26,3.9,5.0,,,,0.00
1981-01-27,3.9,5.0,,,,0.00
1981-01-28,4.0,5.0,,,,0.00
1981-01-29,4.1,5.0,,,,0.30
1981-01-30,4.1,5.3,,,,0.10
1981-01-31,4.1,5.4,,,,0.30
1981-02-01,4.5,5.7,,,,0.30
1981-02-02,4.8,6.0,,,,0.00
1981-02-03,5.2,6.0,,,,0.00
1981-02-04,5.4,6.0,,,,0.10
1981-02-05,5.4,6.1,,,,0.00
1981-02-06,5.4,6.1,,,,0.00
1981-02-07,5.4,6.1,,,,0.10
1981-02-08,5.4,6.2,,,,0.00
1981-02-09,5.4,6.2,,,,0.00
1981-02-10,5.4,6.2,,,,0.30
1981-02-11,6.1,6.5,,,,0.00
1981-02-12,6.1,6.5,,,,0.00
1981-02-13,6.1,6.5,,,,0.00
1981-02-14,6.1,6.5,,,,0.00
1981-02-15,6.1,6.5,,,,0.00
1981-02-16,6.1,6.5,,,,0.00
1981-02-17,6.1,6.5,,,,0.00
1981-02-18,6.1,6.5,,,,0.00
1981-02-19,6.1,6.5,,,,0.00
1981-02-20,6.1,6.5,,,,0.00
1981-02-21,6.1,6.5,,,,0.00
1981-02-22,6.1,6.5,,,,0.30
1981-02-23,6.1,6.8,,,,0.00
1981-02-24,6.1,6.8,,,,0.00
1981-02-25,6.1,6.8,,,,0.10
1981-02-26,6.1,6.9,,,,0.00
1981-02-27,6.2,6.9,,,,0.00
1981-02-28,6.2,6.9,,,,0.00
1981-03-01,6.2,6.9,,,,0.00
1981-03-02,6.2,6.9,,,,0.20
1981-03-03,6.7,7.1,,,,0.70
1981-03-04,7.1,7.8,,,,0.00
1981-03-05,7.1,7.8,,,,0.00
1981-03-06,7.1,7.8,,,,0.20
1981-03-07,7.5,8.0,,,,0.00
1981-03-08,7.8,8.0,,,,0.30
1981-03-09,7.9,8.3,,,,0.10
1981-03-10,7.9,8.4,,,,0.00
1981-03-11,7.9,8.4,,,,0.10
1981-03-12,8.1,8.5,,,,0.00
1981-03-13,8.2,8.5,,,,0.10
1981-03-14,8.2,8.6,,,,0.10
1981-03-15,8.2,8.7,,,,0.20
1981-03-16,8.2,8.9,,,,0.70
1981-03-17,8.9,9.6,,,,0.10
1981-03-18,9.2,9.7,,,,0.50
1981-03-19,9.2,10.2,,,,0.00
1981-03-20,9.5,10.2,,,,0.00
1981-03-21,9.5,10.2,,,,0.20
1981-03-22,9.9,10.4,,,,0.20
1981-03-23,9.9,10.6,,,,0.10
1981-03-24,9.9,10.7,,,,0.00
1981-03-25,10.2,10.7,,,,0.00
1981-03-26,10.2,10.7,,,,0.30
1981-03-27,10.3,11.0,,,,0.00
1981-03-28,10.6,11.0,,,,0.00
1981-03-29,10.6,11.0,,,,0.00
1981-03-30,10.6,11.0,,,,0.40
1981-03-31,10.9,11.4,,,,0.20
1981-04-01,10.9,11.6,,,,0.10
1981-04-02,11.1,11.7,,,,0.00
1981-04-03,11.1,11.7,,,,0.40
1981-04-04,11.6,12.1,,,,0.30
1981-04-05,12.0,12.4,,,,0.20
1981-04-06,12.0,12.6,,,,0.00
1981-04-07,12.5,12.6,,,,0.40
1981-04-08,12.6,13.0,,,,0.00
1981-04-09,12.6,13.0,,,,0.00
1981-04-10,12.6,13.0,,,,0.00
1981-04-11,12.5,13.0,,,,0.00
1981-04-12,12.3,13.0,,,,0.00
1981-04-13,11.8,13.0,,,,0.00
1981-04-14,11.7,13.0,,,,0.00
1981-04-15,11.6,13.0,,,,0.00
1981-04-16,11.6,13.0,,,,0.00
1981-04-17,11.6,13.0,,,,0.00
1981-04-18,10.9,13.0,,,,0.00
1981-04-19,10.4,13.0,,,,0.00
1981-04-20,10.2,13.0,,,,0.00
1981-04-21,9.8,13.0,,,,0.10
1981-04-22,9.2,13.1,,,,0.30
1981-04-23,9.2,13.4,,,,0.00
1981-04-24,8.3,13.4,,,,0.00
1981-04-25,7.6,13.4,,,,0.00
1981-04-26,7.6,13.4,,,,0.00
1981-04-27,6.2,13.4,,,,0.00
1981-04-28,5.5,13.4,,,,0.00
1981-04-29,4.5,13.4,,,,0.00
1981-04-30,3.5,13.4,,,,0.00
1981-05-01,2.0,13.4,,,,0.00
1981-05-02,0.6,13.4,,,,0.00
1981-05-03,0.6,13.4,,,,0.80
1981-05-04,0.3,14.2,,,,0.00
1981-05-05,0.0,14.2,,,,0.20
1981-05-06,0.3,14.4,,,,0.00
1981-05-07,0.3,14.4,,,,0.30
1981-05-08,0.4,14.7,,,,0.60
1981-05-09,0.4,15.3,,,,0.00
1981-05-10,0.4,15.3,,,,0.00
1981-05-11,0.3,15.3,,,,0.10
1981-05-12,0.3,15.4,,,,0.60
1981-05-13,0.3,16.0,,,,0.00
1981-05-14,0.2,16.0,,,,0.00
1981-05-15,0.2,16.0,,,,0.40
1981-05-16,0.3,16.4,,,,0.30
1981-05-17,0.3,16.7,,,,0.70
1981-05-18,0.7,17.4,,,,0.00
1981-05-19,0.0,17.4,,,,0.00
1981-05-20,0.0,17.4,,,,0.30
1981-05-21,0.0,17.7,,,,0.20
1981-05-22,0.0,17.9,,,,0.20
1981-05-23,0.0,18.1,,,,0.30
1981-05-24,0.0,18.4,,,,0.00
1981-05-25,0.0,18.4,,,,0.00
1981-05-26,0.0,18.4,,,,0.00
1981-05-27,0.0,18.4,,,,0.30
1981-05-28,0.0,18.7,,,,0.40
1981-05-29,0.0,19.1,,,,0.00
1981-05-30,0.0,19.1,,,,0.00
1981-05-31,0.0,19.1,,,,0.00
1981-06-01,0.0,19.1,,,,0.00
1981-06-02,0.0,19.1,,,,0.00
1981-06-03,0.0,19.1,,,,0.30
1981-06-04,0.0,19.4,,,,0.10
1981-06-05,0.0,19.5,,,,0.10
1981-06-06,0.0,19.6,,,,0.00
1981-06-07,0.0,19.6,,,,0.10
1981-06-08,0.0,19.7,,,,0.00
1981-06-09,0.0,19.7,,,,0.00
1981-06-10,0.0,19.7,,,,0.00
1981-06-11,0.0,19.7,,,,0.00
1981-06-12,0.0,19.7,,,,0.00
1981-06-13,0.0,19.7,,,,0.00
1981-06-14,0.0,19.7,,,,0.00
1981-06-15,0.0,19.7,,,,0.00
1981-06-16,0.0,19.7,,,,0.00
1981-06-17,0.0,19.7,,,,0.00
1981-06-18,0.0,19.7,,,,0.00
1981-06-19,0.0,19.7,,,,0.00
1981-06-20,0.0,19.7,,,,0.00
1981-06-21,0.0,19.7,,,,0.00
1981-06-22,0.0,19.7,,,,0.00
1981-06-23,0.0,19.7,,,,0.00
1981-06-24,0.0,19.7,,,,0.00
1981-06-25,0.0,19.7,,,,0.10
1981-06-26,0.0,19.8,,,,0.00
1981-06-27,0.0,19.8,,,,0.00
1981-06-28,0.0,19.8,,,,0.00
1981-06-29,0.0,19.8,,,,0.30
1981-06-30,0.0,20.1,,,,0.00
1981-07-01,0.0,20.1,,,,0.00
1981-07-02,0.0,20.1,,,,0.00
1981-07-03,0.0,20.1,,,,0.00
1981-07-04,0.0,20.1,,,,0.00
1981-07-05,0.0,20.1,,,,0.00
1981-07-06,0.0,20.1,,,,0.00
1981-07-07,0.0,20.1,,,,0.30
1981-07-08,0.0,20.4,,,,0.00
1981-07-09,0.0,20.4,,,,0.60
1981-07-10,0.0,21.0,,,,0.10
1981-07-11,0.0,21.1,,,,0.00
1981-07-12,0.0,21.1,,,,0.40
1981-07-13,0.0,21.5,,,,0.20
1981-07-14,0.0,21.7,,,,0.00
1981-07-15,0.0,21.7,,,,0.00
1981-07-16,0.0,21.7,,,,0.00
1981-07-17,0.0,21.7,,,,0.70
1981-07-18,0.0,22.4,,,,0.00
1981-07-19,0.0,22.4,,,,0.00
1981-07-20,0.0,22.4,,,,0.00
1981-07-21,0.0,22.4,,,,0.00
1981-07-22,0.0,22.4,,,,0.00
1981-07-23,0.0,22.4,,,,0.00
1981-07-24,0.0,22.4,,,,0.00
1981-07-25,0.0,22.4,,,,0.50
1981-07-26,0.0,22.9,,,,0.60
1981-07-27,0.0,23.5,,,,0.00
1981-07-28,0.0,23.5,,,,0.00
1981-07-29,0.0,23.5,,,,0.00
1981-07-30,0.0,23.5,,,,0.00
1981-07-31,0.0,23.5,,,,0.00
1981-08-01,0.0,23.5,,,,0.00
1981-08-02,0.0,23.5,,,,0.00
1981-08-03,0.0,23.5,,,,0.00
1981-08-04,0.0,23.5,,,,0.00
1981-08-05,0.0,23.5,,,,0.00
1981-08-06,0.0,23.5,,,,0.00
1981-08-07,0.0,23.5,,,,0.00
1981-08-08,0.0,23.5,,,,0.00
1981-08-09,0.0,23.5,,,,0.00
1981-08-10,0.0,23.5,,,,0.60
1981-08-11,0.0,24.1,,,,0.00
1981-08-12,0.0,24.1,,,,0.10
1981-08-13,0.0,24.2,,,,0.00
1981-08-14,0.0,24.2,,,,0.40
1981-08-15,0.0,24.6,,,,0.30
1981-08-16,0.0,24.9,,,,0.20
1981-08-17,0.0,25.1,,,,0.00
1981-08-18,0.0,25.1,,,,0.00
1981-08-19,0.0,25.1,,,,0.00
1981-08-20,0.0,25.1,,,,0.00
1981-08-21,0.0,25.1,,,,0.10
1981-08-22,0.0,25.2,,,,0.00
1981-08-23,0.0,25.2,,,,0.00
1981-08-24,0.0,25.2,,,,0.00
1981-08-25,0.0,25.2,,,,0.00
1981-08-26,0.0,25.2,,,,0.00
1981-08-27,0.0,25.2,,,,0.00
1981-08-28,0.0,25.2,,,,0.00
1981-08-29,0.0,25.2,,,,0.40
1981-08-30,0.0,25.6,,,,0.00
1981-08-31,0.0,25.6,,,,0.30
1981-09-01,0.0,25.9,,,,0.00
1981-09-02,0.0,25.9,,,,0.00
1981-09-03,0.0,25.9,,,,0.20
1981-09-04,0.0,26.1,,,,0.00
1981-09-05,0.0,26.1,,,,0.00
1981-09-06,0.0,26.1,,,,0.00
1981-09-07,0.0,26.1,,,,0.10
1981-09-08,0.0,26.2,,,,0.00
1981-09-09,0.0,26.2,,,,0.20
1981-09-10,0.0,26.4,,,,0.10
1981-09-11,0.0,26.5,,,,0.00
1981-09-12,0.0,26.5,,,,0.40
1981-09-13,0.0,26.9,,,,0.00
1981-09-14,0.0,26.9,,,,0.20
1981-09-15,0.0,27.1,,,,0.00
1981-09-16,0.0,27.1,,,,0.10
1981-09-17,0.0,27.2,,,,0.00
1981-09-18,0.0,27.2,,,,0.00
1981-09-19,0.0,27.2,,,,0.00
1981-09-20,0.0,27.2,,,,0.00
1981-09-21,0.0,27.2,,,,0.00
1981-09-22,0.0,27.2,,,,0.00
1981-09-23,0.0,27.2,,,,0.00
1981-09-24,0.0,27.2,,,,0.00
1981-09-25,0.0,27.2,,,,0.00
1981-09-26,0.0,27.2,,,,0.00
1981-09-27,0.0,27.2,,,,0.00
1981-09-28,0.0,27.2,,,,0.00
1981-09-29,0.0,27.2,,,,0.00
1981-09-30,0.0,27.2,,,,0.00
1981-10-01,0.0,0.0,,,,0.00
1981-10-02,0.0,0.0,,,,0.00
1981-10-03,0.0,0.0,,,,0.00
1981-10-04,0.0,0.0,,,,0.00
1981-10-05,0.0,0.0,,,,0.30
1981-10-06,0.0,0.3,,,,0.00
1981-10-07,0.0,0.3,,,,0.00
1981-10-08,0.0,0.3,,,,0.00
1981-10-09,0.0,0.3,,,,0.00
1981-10-10,0.0,0.3,,,,0.00
1981-10-11,0.0,0.3,,,,0.10
1981-10-12,0.0,0.4,,,,0.00
1981-10-13,0.0,0.4,,,,0.30
1981-10-14,0.0,0.7,,,,0.00
1981-10-15,0.0,0.7,,,,1.00
1981-10-16,0.4,1.7,,,,0.30
1981-10-17,0.7,2.0,,,,0.00
1981-10-18,0.7,2.0,,,,0.00
1981-10-19,0.7,2.0,,,,0.00
1981-10-20,1.3,2.0,,,,0.00
1981-10-21,1.3,2.0,,,,0.00
1981-10-22,1.3,2.0,,,,0.00
1981-10-23,1.3,2.0,,,,0.10
1981-10-24,1.3,2.1,,,,0.60
1981-10-25,1.7,2.7,,,,0.00
1981-10-26,1.8,2.7,,,,0.00
1981-10-27,1.8,2.7,,,,0.00
1981-10-28,1.8,2.7,,,,0.00
1981-10-29,1.8,2.7,,,,0.30
1981-10-30,2.1,3.0,,,,0.30
1981-10-31,2.1,3.3,,,,0.10
1981-11-01,2.4,3.4,,,,0.00
1981-11-02,2.5,3.4,,,,0.00
1981-11-03,2.5,3.4,,,,0.00
1981-11-04,2.4,3.4,,,,0.00
1981-11-05,2.3,3.4,,,,0.00
1981-11-06,2.2,3.4,,,,0.00
1981-11-07,2.1,3.4,,,,0.30
1981-11-08,2.4,3.7,,,,0.00
1981-11-09,2.5,3.7,,,,0.00
1981-11-10,2.5,3.7,,,,0.00
1981-11-11,2.5,3.7,,,,0.00
1981-11-12,2.4,3.7,,,,0.00
1981-11-13,2.4,3.7,,,,0.00
1981-11-14,2.4,3.7,,,,0.00
1981-11-15,2.4,3.7,,,,0.00
1981-11-16,2.4,3.7,,,,0.00
1981-11-17,2.4,3.7,,,,0.00
1981-11-18,2.4,3.7,,,,0.60
1981-11-19,3.3,4.3,,,,0.10
1981-11-20,3.4,4.4,,,,0.00
1981-11-21,3.4,4.4,,,,0.00
1981-11-22,3.4,4.4,,,,0.00
1981-11-23,3.4,4.4,,,,0.00
1981-11-24,3.4,4.4,,,,0.00
1981-11-25,3.4,4.4,,,,0.30
1981-11-26,3.5,4.7,,,,0.00
1981-11-27,3.7,4.7,,,,0.10
1981-11-28,3.8,4.8,,,,0.20
1981-11-29,3.8,5.0,,,,0.40
1981-11-30,4.2,5.4,,,,0.30
1981-12-01,4.5,5.7,,,,0.00
1981-12-02,4.7,5.7,,,,0.00
1981-12-03,4.7,5.7,,,,0.00
1981-12-04,4.8,5.7,,,,0.00
1981-12-05,4.8,5.7,,,,0.00
1981-12-06,4.8,5.7,,,,0.00
1981-12-07,4.8,5.7,,,,0.00
1981-12-08,4.8,5.7,,,,0.00
1981-12-09,4.9,5.7,,,,0.10
1981-12-10,4.9,5.8,,,,0.20
1981-12-11,4.9,6.0,,,,0.00
1981-12-12,4.9,6.0,,,,0.00
1981-12-13,5.4,6.0,,,,0.00
1981-12-14,5.4,6.0,,,,0.00
1981-12-15,5.4,6.0,,,,0.50
1981-12-16,6.1,6.5,,,,0.40
1981-12-17,6.1,6.9,,,,0.00
1981-12-18,6.2,6.9,,,,0.10
1981-12-19,6.2,7.0,,,,0.00
1981-12-20,6.2,7.0,,,,0.00
1981-12-21,6.2,7.0,,,,0.80
1981-12-22,7.1,7.8,,,,0.20
1981-12-23,7.1,8.0,,,,0.10
1981-12-24,7.2,8.1,,,,0.00
1981-12-25,7.2,8.1,,,,0.00
1981-12-26,7.6,8.1,,,,0.40
1981-12-27,8.2,8.5,,,,0.60
1981-12-28,8.6,9.1,,,,0.10
1981-12-29,8.6,9.2,,,,0.00
1981-12-30,8.9,9.2,,,,0.40
1981-12-31,9.2,9.6,,,,0.70
1982-01-01,9.6,10.3,,,,0.70
1982-01-02,10.3,11.0,,,,0.10
1982-01-03,10.7,11.1,,,,0.30
1982-01-04,10.9,11.4,,,,0.00
1982-01-05,10.9,11.4,,,,0.30
1982-01-06,11.4,11.7,,,,0.40
1982-01-07,11.7,12.1,,,,0.30
1982-01-08,11.7,12.4,,,,0.00
1982-01-09,11.7,12.4,,,,0.00
1982-01-10,11.7,12.4,,,,0.00
1982-01-11,11.7,12.4,,,,0.00
1982-01-12,11.7,12.4,,,,0.00
1982-01-13,12.0,12.4,,,,0.00
1982-01-14,12.0,12.4,,,,0.40
1982-01-15,12.3,12.8,,,,0.20
1982-01-16,12.6,13.0,,,,0.10
1982-01-17,12.6,13.1,,,,0.00
1982-01-18,12.6,13.1,,,,0.00
1982-01-19,12.6,13.1,,,,0.00
1982-01-20,12.7,13.1,,,,0.30
1982-01-21,12.7,13.4,,,,0.40
1982-01-22,13.0,13.8,,,,0.00
1982-01-23,13.0,13.8,,,,0.00
1982-01-24,13.0,13.8,,,,0.30
1982-01-25,13.3,14.1,,,,0.00
1982-01-26,13.3,14.1,,,,0.00
1982-01-27,13.5,14.1,,,,0.30
1982-01-28,13.8,14.4,,,,0.00
1982-01-29,13.8,14.4,,,,0.10
1982-01-30,13.8,14.5,,,,0.00
1982-01-31,13.8,14.5,,,,0.20
1982-02-01,13.8,14.7,,,,0.10
1982-02-02,13.9,14.8,,,,0.00
1982-02-03,13.9,14.8,,,,0.10
1982-02-04,13.9,14.9,,,,0.10
1982-02-05,13.9,15.0,,,,0.10
1982-02-06,14.0,15.1,,,,0.00
1982-02-07,14.1,15.1,,,,0.00
1982-02-08,14.2,15.1,,,,0.10
1982-02-09,14.2,15.2,,,,0.30
1982-02-10,14.6,15.5,,,,0.30
1982-02-11,14.6,15.8,,,,0.20
1982-02-12,14.9,16.0,,,,0.10
1982-02-13,14.9,16.1,,,,0.00
1982-02-14,14.9,16.1,,,,0.00
1982-02-15,14.9,16.1,,,,0.00
1982-02-16,14.9,16.1,,,,0.20
1982-02-17,15.2,16.3,,,,0.00
1982-02-18,15.2,16.3,,,,0.00
1982-02-19,15.2,16.3,,,,0.00
1982-02-20,15.2,16.3,,,,0.00
1982-02-21,15.2,16.3,,,,0.00
1982-02-22,15.3,16.3,,,,0.00
1982-02-23,15.3,16.3,,,,0.00
1982-02-24,15.4,16.3,,,,0.00
1982-02-25,15.4,16.3,,,,0.00
1982-02-26,15.5,16.3,,,,0.00
1982-02-27,15.5,16.3,,,,0.00
1982-02-28,15.5,16.3,,,,0.00
1982-03-01,15.5,16.3,,,,0.00
1982-03-02,15.5,16.3,,,,0.20
1982-03-03,15.5,16.5,,,,0.60
1982-03-04,16.1,17.1,,,,0.20
1982-03-05,16.1,17.3,,,,0.00
1982-03-06,16.1,17.3,,,,0.00
1982-03-07,16.1,17.3,,,,0.00
1982-03-08,16.5,17.3,,,,0.20
1982-03-09,16.5,17.5,,,,0.10
