#------------------------------------------------- WARNING --------------------------------------------
#
# The data you have obtained from this automated Natural Resource Conservation Service
# database are subject to revision regardless of indicated Quality Assurance level.
# Data are released on condition that neither the NRCS nor the United States Government
# may be held liable for any damages resulting from its use.
#
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
#
# Support Contact: nrcsprod@midatl.service-now.com
#
#------------------------------------------------------------------------------------------------------
#
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1059: Cochetopa Pass, CO
#
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation
#
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
#
#------------------------------------------------------------------------------------------------------
#
# Cochetopa Pass (1059)
# Colorado  SNOTEL Site - 10020 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 13, 2018 9:09:11 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2004-11-05,0.4,2.5,50,27,36,0.00
2004-11-06,0.4,2.5,52,25,36,0.10
2004-11-07,0.4,2.6,54,29,40,0.10
2004-11-08,0.6,2.7,55,33,42,0.00
2004-11-09,0.4,2.7,39,27,33,0.20
2004-11-10,0.5,2.9,40,27,32,0.10
2004-11-11,0.6,3.0,37,25,30,0.00
2004-11-12,0.5,3.0,31,24,28,0.10
2004-11-13,0.6,3.1,32,23,27,0.10
2004-11-14,0.8,3.2,35,21,25,0.00
2004-11-15,0.8,3.2,42,20,30,0.10
2004-11-16,0.8,3.3,45,24,33,0.00
2004-11-17,0.8,3.3,47,26,35,0.10
2004-11-18,0.8,3.4,43,27,34,0.00
2004-11-19,0.9,3.4,42,25,32,0.00
2004-11-20,0.8,3.4,30,21,26,0.00
2004-11-21,1.0,3.4,31,18,25,0.00
2004-11-22,1.0,3.4,35,14,23,0.00
2004-11-23,1.0,3.4,34,15,23,0.00
2004-11-24,1.0,3.4,30,16,23,0.10
2004-11-25,1.1,3.5,42,21,30,0.00
2004-11-26,1.0,3.5,28,11,23,0.00
2004-11-27,1.1,3.5,24,10,18,0.10
2004-11-28,1.2,3.6,29,10,20,0.00
2004-11-29,1.2,3.6,13,-1,6,0.00
2004-11-30,1.2,3.6,22,-9,5,0.00
2004-12-01,1.2,3.6,23,-1,9,0.00
2004-12-02,1.2,3.6,26,-4,8,0.00
2004-12-03,1.2,3.6,31,-1,15,0.10
2004-12-04,1.3,3.7,37,9,22,0.10
2004-12-05,1.5,3.8,30,10,20,0.00
2004-12-06,1.4,3.8,28,10,18,0.00
2004-12-07,1.4,3.8,29,7,15,0.00
2004-12-08,1.3,3.8,26,8,20,0.20
2004-12-09,1.5,4.0,32,26,29,0.10
2004-12-10,1.6,4.1,40,24,30,0.00
2004-12-11,1.5,4.1,46,22,33,0.00
2004-12-12,1.6,4.1,47,26,35,0.00
2004-12-13,1.6,4.1,38,26,31,0.00
2004-12-14,1.6,4.1,38,17,26,0.00
2004-12-15,1.5,4.1,30,16,22,0.00
2004-12-16,1.5,4.1,29,11,20,0.00
2004-12-17,1.5,4.1,29,6,18,0.00
2004-12-18,1.5,4.1,37,9,23,0.00
2004-12-19,1.5,4.1,40,15,28,0.00
2004-12-20,1.6,4.1,38,23,29,0.00
2004-12-21,1.6,4.1,28,6,18,0.00
2004-12-22,1.4,4.1,19,0,9,0.00
2004-12-23,1.5,4.1,10,-10,0,0.00
2004-12-24,1.3,4.1,27,-8,11,0.10
2004-12-25,1.6,4.2,39,17,26,0.00
2004-12-26,1.6,4.2,37,17,25,0.00
2004-12-27,1.6,4.2,36,22,28,0.10
2004-12-28,1.6,4.3,39,20,27,0.00
2004-12-29,1.7,4.3,34,22,28,0.30
2004-12-30,2.2,4.6,31,12,20,0.00
2004-12-31,2.0,4.6,38,12,24,0.10
2005-01-01,2.1,4.7,35,16,24,0.00
2005-01-02,2.0,4.7,33,15,23,0.10
2005-01-03,2.1,4.8,31,17,24,0.10
2005-01-04,2.2,4.9,32,21,27,0.00
2005-01-05,2.4,4.9,24,12,18,0.00
2005-01-06,2.3,4.9,24,3,12,0.00
2005-01-07,2.2,4.9,21,3,11,0.00
2005-01-08,2.2,4.9,33,7,21,0.30
2005-01-09,2.4,5.2,42,22,31,0.00
2005-01-10,2.5,5.2,42,23,31,0.00
2005-01-11,2.4,5.2,39,24,29,0.20
2005-01-12,2.6,5.4,26,11,17,0.00
2005-01-13,2.6,5.4,25,4,14,0.00
2005-01-14,2.5,5.4,31,4,16,0.00
2005-01-15,2.6,5.4,32,9,21,0.00
2005-01-16,2.6,5.4,36,9,23,0.20
2005-01-17,2.7,5.6,37,19,27,0.00
2005-01-18,2.7,5.6,39,16,27,0.10
2005-01-19,2.8,5.7,42,22,30,0.00
2005-01-20,2.8,5.7,50,23,35,0.00
2005-01-21,2.8,5.7,45,24,33,0.00
2005-01-22,2.7,5.7,46,19,29,0.00
2005-01-23,2.7,5.7,43,20,30,0.00
2005-01-24,2.7,5.7,46,25,33,0.00
2005-01-25,2.7,5.7,41,22,29,0.00
2005-01-26,2.6,5.7,33,19,27,0.10
2005-01-27,2.8,5.8,31,26,28,0.00
2005-01-28,2.9,5.8,31,16,24,0.00
2005-01-29,2.8,5.8,29,15,21,0.10
2005-01-30,2.9,5.9,29,17,23,0.10
2005-01-31,3.0,6.0,27,15,20,0.00
2005-02-01,3.1,6.0,27,9,17,0.00
2005-02-02,3.0,6.0,27,2,13,0.00
2005-02-03,3.0,6.0,36,8,21,0.10
2005-02-04,3.1,6.1,37,7,21,0.00
2005-02-05,3.1,6.1,38,17,26,0.10
2005-02-06,3.2,6.2,33,16,24,0.00
2005-02-07,3.2,6.2,27,17,21,0.00
2005-02-08,3.3,6.2,25,5,17,0.00
2005-02-09,3.2,6.2,28,1,14,0.00
2005-02-10,3.1,6.2,38,8,24,0.30
2005-02-11,3.4,6.5,36,23,29,0.00
2005-02-12,3.4,6.5,39,26,31,0.00
2005-02-13,3.5,6.5,37,18,29,0.00
2005-02-14,3.3,6.5,40,17,27,0.00
2005-02-15,3.3,6.5,39,20,28,0.00
2005-02-16,3.4,6.5,35,24,28,0.00
2005-02-17,3.4,6.5,39,20,27,0.10
2005-02-18,3.4,6.6,34,18,27,0.10
2005-02-19,3.5,6.7,35,21,28,0.00
2005-02-20,3.5,6.7,33,13,23,0.00
2005-02-21,3.5,6.7,38,11,24,0.20
2005-02-22,3.6,6.9,37,21,28,0.00
2005-02-23,3.6,6.9,35,18,25,0.60
2005-02-24,4.3,7.5,34,16,23,0.00
2005-02-25,4.2,7.5,31,14,20,0.00
2005-02-26,4.2,7.5,33,9,21,0.10
2005-02-27,4.3,7.6,33,15,23,0.00
2005-02-28,4.3,7.6,36,18,26,0.00
2005-03-01,4.3,7.6,35,15,24,0.10
2005-03-02,4.4,7.7,36,14,25,0.00
2005-03-03,4.3,7.7,38,18,26,0.00
2005-03-04,4.3,7.7,40,15,27,0.10
2005-03-05,4.4,7.8,38,23,30,0.00
2005-03-06,4.4,7.8,42,22,31,0.00
2005-03-07,4.4,7.8,40,23,31,0.00
2005-03-08,4.4,7.8,41,25,31,0.00
2005-03-09,4.3,7.8,46,26,35,0.00
2005-03-10,4.4,7.8,45,23,34,0.00
2005-03-11,4.4,7.8,47,22,34,0.00
2005-03-12,4.4,7.8,49,26,37,0.00
2005-03-13,4.4,7.8,37,19,29,0.00
2005-03-14,4.2,7.8,27,12,18,0.00
2005-03-15,4.2,7.8,28,5,15,0.00
2005-03-16,4.2,7.8,30,4,18,0.00
2005-03-17,4.3,7.8,36,10,24,0.00
2005-03-18,4.3,7.8,35,16,24,0.00
2005-03-19,4.3,7.8,41,15,29,0.10
2005-03-20,4.4,7.9,43,23,28,0.00
2005-03-21,4.4,7.9,30,19,24,0.00
2005-03-22,4.4,7.9,40,17,29,0.10
2005-03-23,4.5,8.0,42,23,31,0.00
2005-03-24,4.5,8.0,37,15,26,0.00
2005-03-25,4.5,8.0,31,19,24,0.30
2005-03-26,4.6,8.3,34,15,24,0.00
2005-03-27,4.6,8.3,44,13,29,0.10
2005-03-28,4.9,8.4,50,25,35,0.00
2005-03-29,4.9,8.4,37,19,26,0.00
2005-03-30,4.7,8.4,26,16,20,0.20
2005-03-31,4.8,8.6,33,14,20,0.00
2005-04-01,4.9,8.6,43,7,27,0.10
2005-04-02,5.2,8.7,51,20,35,0.20
2005-04-03,5.0,8.9,52,30,40,0.00
2005-04-04,4.9,8.9,49,26,36,0.00
2005-04-05,4.8,8.9,37,23,28,0.00
2005-04-06,4.7,8.9,50,17,35,0.00
2005-04-07,4.7,8.9,55,28,41,0.00
2005-04-08,4.4,8.9,47,24,36,0.00
2005-04-09,4.1,8.9,42,21,29,0.00
2005-04-10,3.9,8.9,30,20,24,0.40
2005-04-11,4.2,9.3,35,18,27,0.00
2005-04-12,4.3,9.3,48,22,35,0.10
2005-04-13,4.0,9.4,53,27,41,0.10
2005-04-14,3.7,9.5,56,33,44,0.00
2005-04-15,3.0,9.5,54,31,41,0.00
2005-04-16,2.7,9.5,56,30,42,0.00
2005-04-17,2.2,9.5,53,33,41,0.00
2005-04-18,1.6,9.5,53,32,42,0.00
2005-04-19,0.7,9.5,52,32,42,0.00
2005-04-20,0.0,9.5,49,22,36,0.00
2005-04-21,0.0,9.5,46,20,33,0.00
2005-04-22,0.0,9.5,51,24,39,0.00
2005-04-23,0.0,9.5,56,30,42,0.00
2005-04-24,0.0,9.5,39,30,34,0.10
2005-04-25,0.0,9.6,39,28,32,0.60
2005-04-26,0.6,10.2,46,25,35,0.00
2005-04-27,0.2,10.2,47,26,35,0.00
2005-04-28,0.0,10.2,44,28,35,0.20
2005-04-29,0.0,10.4,42,20,31,0.10
2005-04-30,0.0,10.5,44,27,34,0.10
2005-05-01,0.0,10.6,43,25,33,0.10
2005-05-02,0.0,10.7,41,29,34,0.30
2005-05-03,0.0,11.0,45,29,35,0.10
2005-05-04,0.0,11.1,51,29,39,0.00
2005-05-05,0.0,11.1,51,31,42,0.10
2005-05-06,0.0,11.2,53,29,40,0.00
2005-05-07,0.0,11.2,46,26,35,0.00
2005-05-08,0.0,11.2,48,30,38,0.10
2005-05-09,0.0,11.3,58,30,44,0.00
2005-05-10,0.0,11.3,57,34,45,0.00
2005-05-11,0.0,11.3,46,24,35,0.00
2005-05-12,0.0,11.3,49,22,36,0.00
2005-05-13,0.0,11.3,53,30,40,0.00
2005-05-14,0.0,11.3,52,31,41,0.10
2005-05-15,0.0,11.4,59,32,45,0.00
2005-05-16,0.0,11.4,65,35,49,0.00
2005-05-17,0.0,11.4,59,31,47,0.00
2005-05-18,0.0,11.4,62,31,47,0.00
2005-05-19,0.0,11.4,69,37,53,0.00
2005-05-20,0.0,11.4,75,40,57,0.00
2005-05-21,0.0,11.4,72,42,58,0.00
2005-05-22,0.0,11.4,74,45,58,0.00
2005-05-23,0.0,11.4,75,43,57,0.00
2005-05-24,0.0,11.4,70,41,55,0.00
2005-05-25,0.0,11.4,68,38,53,0.00
2005-05-26,0.0,11.4,66,37,51,0.00
2005-05-27,0.0,11.4,65,35,50,0.00
2005-05-28,0.0,11.4,64,36,49,0.00
2005-05-29,0.0,11.4,63,37,48,0.00
2005-05-30,0.0,11.4,61,32,45,0.00
2005-05-31,0.0,11.4,59,31,45,0.00
2005-06-01,0.0,11.4,65,34,50,0.00
2005-06-02,0.0,11.4,66,40,51,0.00
2005-06-03,0.0,11.4,58,31,44,0.00
2005-06-04,0.0,11.4,49,30,38,0.00
2005-06-05,0.0,11.4,61,28,47,0.00
2005-06-06,0.0,11.4,64,39,51,0.00
2005-06-07,0.0,11.4,63,35,49,0.00
2005-06-08,0.0,11.4,65,33,50,0.00
2005-06-09,0.0,11.4,58,35,44,0.00
2005-06-10,0.0,11.4,60,30,42,0.00
2005-06-11,0.0,11.4,55,27,42,0.00
2005-06-12,0.0,11.4,53,35,41,0.00
2005-06-13,0.0,11.4,60,36,46,0.00
2005-06-14,0.0,11.4,66,30,50,0.10
2005-06-15,0.0,11.5,68,43,53,0.10
2005-06-16,0.0,11.6,71,41,55,0.10
2005-06-17,0.0,11.7,72,42,57,0.00
2005-06-18,0.0,11.7,76,44,58,0.00
2005-06-19,0.0,11.7,75,44,59,0.00
2005-06-20,0.0,11.7,74,41,59,0.00
2005-06-21,0.0,11.7,72,46,58,0.00
2005-06-22,0.0,11.7,69,42,54,0.00
2005-06-23,0.0,11.7,67,40,51,0.00
2005-06-24,0.0,11.7,67,38,50,0.10
2005-06-25,0.0,11.8,60,39,47,0.40
2005-06-26,0.0,12.2,66,38,51,0.10
2005-06-27,0.0,12.3,71,39,55,0.00
2005-06-28,0.0,12.3,71,40,53,0.00
2005-06-29,0.0,12.3,71,35,53,0.10
2005-06-30,0.0,12.4,71,40,56,0.10
2005-07-01,0.0,12.5,73,42,57,0.00
2005-07-02,0.0,12.5,74,45,59,0.00
2005-07-03,0.0,12.5,70,40,54,0.00
2005-07-04,0.0,12.5,72,40,56,0.00
2005-07-05,0.0,12.5,67,46,57,0.00
2005-07-06,0.0,12.5,73,46,58,0.00
2005-07-07,0.0,12.5,74,46,60,0.00
2005-07-08,0.0,12.5,77,45,62,0.00
2005-07-09,0.0,12.5,71,46,57,0.00
2005-07-10,0.0,12.5,76,42,59,0.00
2005-07-11,0.0,12.5,76,45,62,0.00
2005-07-12,0.0,12.5,78,50,62,0.00
2005-07-13,0.0,12.5,75,46,58,0.10
2005-07-14,0.0,12.6,79,44,56,0.10
2005-07-15,0.0,12.7,75,43,57,0.00
2005-07-16,0.0,12.7,78,42,59,0.10
2005-07-17,0.0,12.8,79,46,62,0.00
2005-07-18,0.0,12.8,79,47,62,0.00
2005-07-19,0.0,12.8,78,48,64,0.00
2005-07-20,0.0,12.8,80,51,64,0.00
2005-07-21,0.0,12.8,79,51,62,0.00
2005-07-22,0.0,12.8,78,50,64,0.10
2005-07-23,0.0,12.9,74,45,57,0.10
2005-07-24,0.0,13.0,74,44,54,0.10
2005-07-25,0.0,13.1,64,45,53,0.00
2005-07-26,0.0,13.1,67,44,54,0.00
2005-07-27,0.0,13.1,70,41,55,0.00
2005-07-28,0.0,13.1,72,42,57,0.00
2005-07-29,0.0,13.1,75,44,60,0.20
2005-07-30,0.0,13.3,76,47,61,0.00
2005-07-31,0.0,13.3,74,48,60,0.00
2005-08-01,0.0,13.3,73,47,60,0.00
2005-08-02,0.0,13.3,67,47,56,0.00
2005-08-03,0.0,13.3,70,43,54,0.00
2005-08-04,0.0,13.3,63,46,51,0.40
2005-08-05,0.0,13.7,59,44,50,0.00
2005-08-06,0.0,13.7,63,43,52,0.10
2005-08-07,0.0,13.8,65,46,54,0.00
2005-08-08,0.0,13.8,71,42,57,0.10
2005-08-09,0.0,13.9,68,45,54,0.00
2005-08-10,0.0,13.9,65,44,53,0.30
2005-08-11,0.0,14.2,59,46,50,0.30
2005-08-12,0.0,14.5,64,43,52,0.10
2005-08-13,0.0,14.6,63,42,49,0.00
2005-08-14,0.0,14.6,63,43,52,0.00
2005-08-15,0.0,14.6,61,41,51,0.00
2005-08-16,0.0,14.6,58,40,48,0.20
2005-08-17,0.0,14.8,62,38,49,0.10
2005-08-18,0.0,14.9,65,39,51,0.00
2005-08-19,0.0,14.9,67,39,52,0.00
2005-08-20,0.0,14.9,64,39,51,0.00
2005-08-21,0.0,14.9,68,39,53,0.00
2005-08-22,0.0,14.9,68,43,53,0.00
2005-08-23,0.0,14.9,67,41,51,0.10
2005-08-24,0.0,15.0,68,37,52,0.00
2005-08-25,0.0,15.0,65,43,51,0.00
2005-08-26,0.0,15.0,66,42,52,0.00
2005-08-27,0.0,15.0,67,39,48,0.60
2005-08-28,0.0,15.6,64,37,50,0.10
2005-08-29,0.0,15.7,69,40,53,0.00
2005-08-30,0.0,15.7,72,43,56,0.00
2005-08-31,0.0,15.7,69,41,53,0.00
2005-09-01,0.0,15.7,66,39,53,0.10
2005-09-02,0.0,15.8,66,42,53,0.00
2005-09-03,0.0,15.8,64,42,51,0.00
2005-09-04,0.0,15.8,67,40,52,0.00
2005-09-05,0.0,15.8,66,43,51,0.10
2005-09-06,0.0,15.9,65,45,53,0.00
2005-09-07,0.0,15.9,66,44,54,0.00
2005-09-08,0.0,15.9,65,43,51,0.10
2005-09-09,0.0,16.0,62,43,49,0.00
2005-09-10,0.0,16.0,65,40,50,0.00
2005-09-11,0.0,16.0,65,39,50,0.00
2005-09-12,0.0,16.0,62,36,47,0.00
2005-09-13,0.0,16.0,60,36,46,0.00
2005-09-14,0.0,16.0,54,30,39,0.00
2005-09-15,0.0,16.0,60,29,44,0.00
2005-09-16,0.0,16.0,65,35,49,0.00
2005-09-17,0.0,16.0,67,35,49,0.00
2005-09-18,0.0,16.0,67,39,50,0.00
2005-09-19,0.0,16.0,66,37,50,0.10
2005-09-20,0.0,16.1,68,36,52,0.10
2005-09-21,0.0,16.2,62,44,51,0.00
2005-09-22,0.0,16.2,50,38,43,0.30
2005-09-23,0.0,16.5,62,39,47,0.10
2005-09-24,0.0,16.6,63,42,50,0.00
2005-09-25,0.0,16.6,64,37,49,0.00
2005-09-26,0.0,16.6,66,34,50,0.10
2005-09-27,0.0,16.7,63,40,49,0.00
2005-09-28,0.0,16.7,57,40,46,0.20
2005-09-29,0.0,16.9,47,35,40,0.30
2005-09-30,0.0,17.2,59,38,46,0.00
2005-10-01,0.0,0.0,64,36,48,0.10
2005-10-02,0.0,0.1,61,35,47,0.00
2005-10-03,0.0,0.1,62,39,49,0.00
2005-10-04,0.0,0.1,59,29,44,0.00
2005-10-05,0.0,0.1,53,24,38,0.00
2005-10-06,0.0,0.1,52,31,40,0.00
2005-10-07,0.0,0.1,60,31,44,0.00
2005-10-08,0.0,0.1,61,36,46,0.10
2005-10-09,0.0,0.2,39,31,35,0.40
2005-10-10,0.0,0.6,37,26,31,0.20
2005-10-11,0.0,0.8,41,25,32,0.10
2005-10-12,0.0,0.9,45,24,34,0.00
2005-10-13,0.0,0.9,51,26,37,0.00
2005-10-14,0.0,0.9,56,30,42,0.10
2005-10-15,0.0,1.0,52,35,42,0.00
2005-10-16,0.0,1.0,53,31,41,0.00
2005-10-17,0.0,1.0,57,32,42,0.00
2005-10-18,0.0,1.0,57,31,44,0.10
2005-10-19,0.0,1.1,42,34,37,0.00
2005-10-20,0.0,1.1,51,31,40,0.00
2005-10-21,0.0,1.1,53,30,39,0.00
2005-10-22,0.0,1.1,54,29,40,0.00
2005-10-23,0.0,1.1,54,31,40,0.00
2005-10-24,0.0,1.1,54,29,40,0.00
2005-10-25,0.0,1.1,52,32,40,0.00
2005-10-26,0.0,1.1,47,30,37,0.00
2005-10-27,0.0,1.1,46,29,37,0.00
2005-10-28,0.0,1.1,49,30,38,0.00
2005-10-29,0.0,1.1,44,26,34,0.00
2005-10-30,0.0,1.1,43,24,31,0.00
2005-10-31,0.0,1.1,41,22,31,0.00
2005-11-01,0.0,1.1,52,24,36,0.00
2005-11-02,0.0,1.1,55,28,39,0.00
2005-11-03,0.0,1.1,47,29,38,0.00
2005-11-04,0.0,1.1,46,29,37,0.00
2005-11-05,0.0,1.1,38,27,33,0.00
2005-11-06,0.0,1.1,50,23,35,0.00
2005-11-07,0.0,1.1,54,31,40,0.10
2005-11-08,0.0,1.2,55,32,41,0.00
2005-11-09,0.0,1.2,51,32,40,0.00
2005-11-10,0.0,1.2,54,33,42,0.00
2005-11-11,0.0,1.2,48,29,37,0.10
2005-11-12,0.1,1.3,39,29,33,0.00
2005-11-13,0.1,1.3,42,26,33,0.10
2005-11-14,0.2,1.4,42,17,31,0.20
2005-11-15,0.4,1.6,19,8,13,0.00
2005-11-16,0.2,1.6,34,13,24,0.00
2005-11-17,0.4,1.6,36,15,24,0.00
2005-11-18,0.4,1.6,34,11,23,0.00
2005-11-19,0.5,1.6,33,17,26,0.00
2005-11-20,0.4,1.6,42,13,26,0.10
2005-11-21,0.4,1.7,46,19,30,0.00
2005-11-22,0.4,1.7,45,19,30,0.00
2005-11-23,0.4,1.7,45,17,29,0.00
2005-11-24,0.4,1.7,41,20,29,0.00
2005-11-25,0.4,1.7,40,15,27,0.00
2005-11-26,0.4,1.7,40,13,26,0.00
2005-11-27,0.4,1.7,17,8,12,0.00
2005-11-28,0.3,1.7,17,4,9,0.00
2005-11-29,0.2,1.7,27,5,16,0.00
2005-11-30,0.5,1.7,26,9,19,0.00
2005-12-01,0.4,1.7,31,8,23,0.20
2005-12-02,0.6,1.9,39,19,29,0.20
2005-12-03,0.7,2.1,29,4,18,0.00
2005-12-04,0.7,2.1,12,-1,6,0.00
2005-12-05,0.7,2.1,17,-7,4,0.00
2005-12-06,0.7,2.1,18,-2,10,0.20
2005-12-07,0.9,2.3,11,-12,1,0.00
2005-12-08,0.7,2.3,18,-18,2,0.00
2005-12-09,0.8,2.3,26,-1,15,0.10
2005-12-10,1.0,2.4,34,11,22,0.00
2005-12-11,0.9,2.4,35,8,21,0.00
2005-12-12,1.0,2.4,38,14,24,0.00
2005-12-13,1.0,2.4,26,18,22,0.00
2005-12-14,1.2,2.4,20,2,10,0.00
2005-12-15,0.9,2.4,21,0,8,0.00
2005-12-16,0.9,2.4,21,-1,9,0.00
2005-12-17,0.9,2.4,18,2,10,0.20
2005-12-18,1.1,2.6,27,8,18,0.20
2005-12-19,1.2,2.8,29,19,25,0.20
2005-12-20,1.4,3.0,31,19,27,0.00
2005-12-21,1.3,3.0,38,17,27,0.00
